pm25;no2;trafico;viento;contaminacion;alerta
67.60;29.73;73.65;1.48;200.75;True
26.05;26.14;53.40;2.50;122.87;False
47.86;25.85;75.41;2.46;125.73;False
38.54;40.93;61.85;3.09;119.53;False
70.60;16.81;58.85;2.91;165.99;False
49.66;49.06;48.41;1.05;162.32;True
41.99;80.15;78.29;2.00;196.86;True
81.98;19.91;70.42;1.73;147.53;
70.31;50.01;92.04;0.24;150.99;True
68.85;41.55;72.39;4.06;162.43;True
49.29;94.32;106.66;3.98;249.71;False
44.91;56.19;98.24;4.52;188.46;True
38.96;30.61;47.20;3.95;62.58;False
89.57;28.47;14.01;3.01;113.21;False
38.91;61.61;67.52;3.45;149.33;False
25.79;30.94;53.17;5.37;68.06;False
44.91;41.78;59.37;2.53;117.41;False
54.16;54.77;58.74;3.10;155.53;False
64.24;19.48;66.24;3.58;151.13;False
38.28;22.81;41.70;4.18;89.12;False
78.42;56.34;62.74;1.11;167.59;True
33.82;41.07;55.59;3.64;120.03;False
;49.95;43.75;3.17;111.86;False
23.50;;63.20;3.87;119.51;False
63.31;42.96;63.46;2.99;151.14;False
50.19;35.62;37.72;2.67;119.03;False
59.79;38.39;51.26;2.58;123.15;False
47.60;30.11;34.43;2.29;103.94;False
35.66;51.92;66.55;3.52;131.11;False
-11.79;33.33;64.48;3.78;62.47;False
80.06;11.90;47.93;1.00;148.68;False
46.68;58.30;29.94;3.49;120.97;False
50.65;46.44;68.25;2.51;171.65;False
14.61;6.57;27.66;3.53;30.52;False
29.66;30.51;65.79;2.60;155.23;False
52.08;22.72;55.86;1.51;168.78;True
76.73;51.56;34.69;2.64;129.19;False
46.96;26.34;107.01;5.03;193.67;True
33.58;32.33;74.14;4.02;136.69;False
-5.45;55.33;68.92;4.97;139.72;False
40.37;56.06;38.46;3.32;124.07;False
92.38;60.55;42.81;3.14;121.97;True
74.11;57.73;94.78;3.81;213.75;True
67.98;45.39;119.83;1.60;197.26;True
54.25;59.84;57.26;4.29;137.97;False
51.62;27.40;39.41;3.49;102.02;False
55.68;29.27;55.15;3.41;160.86;False
78.82;11.72;98.80;2.95;167.18;True
63.06;27.97;72.11;4.05;183.77;True
37.23;56.64;62.38;2.69;119.11;False
;25.01;61.52;2.06;113.02;False
19.58;30.99;74.03;3.30;86.26;False
90.82;47.17;67.43;4.05;208.27;True
47.34;28.18;63.86;1.77;107.13;False
84.58;19.28;71.09;3.65;140.92;True
51.10;65.43;57.42;1.80;169.94;True
44.87;37.04;110.76;3.28;140.83;False
29.14;25.79;102.20;3.02;162.04;False
78.74;36.26;55.22;4.72;139.82;True
50.66;63.18;85.62;2.47;199.50;True
54.02;36.08;65.75;1.76;146.21;False
8.09;28.47;75.09;3.32;132.08;False
81.87;36.72;23.55;3.78;134.34;False
38.30;10.04;79.91;2.12;;False
50.50;39.96;84.20;5.09;165.41;False
9.02;16.70;66.63;4.06;53.63;False
71.73;25.09;37.87;1.87;139.70;False
44.66;31.87;53.63;4.40;105.17;False
77.87;18.23;72.30;3.96;126.33;False
39.77;33.78;71.64;3.77;109.90;False
46.41;19.60;96.15;3.41;146.39;True
4.19;32.11;38.68;2.53;32.71;False
54.42;42.20;58.71;2.64;103.65;False
38.83;5.29;76.65;3.13;52.87;False
107.56;45.55;60.53;2.56;162.39;True
43.56;37.55;53.66;1.27;137.43;False
55.55;27.80;48.22;2.87;59.00;False
54.30;40.56;85.63;3.69;165.01;True
53.59;28.20;66.03;3.30;147.85;False
16.12;60.25;56.04;3.28;107.39;False
40.59;38.15;72.26;4.14;127.44;False
48.18;52.61;55.00;1.63;154.38;True
26.63;62.64;112.65;2.25;197.13;True
61.16;22.64;42.94;2.75;152.41;False
49.33;70.93;43.42;2.06;178.23;True
16.06;31.43;29.79;3.35;52.12;False
74.10;68.31;61.85;2.89;207.16;True
43.84;21.98;48.75;4.81;131.77;False
97.68;46.07;68.48;1.71;189.68;False
36.92;38.23;95.33;2.23;190.82;True
78.54;24.49;90.74;0.98;171.89;True
52.64;49.16;63.51;2.00;145.06;False
28.20;45.48;33.68;3.58;90.19;False
76.87;39.34;17.38;3.66;149.08;False
49.37;53.58;71.11;2.07;187.12;True
63.61;28.00;14.03;3.49;93.95;False
70.60;22.58;70.92;2.72;152.79;True
56.76;64.59;112.37;2.05;217.88;True
47.18;33.48;65.63;3.76;103.74;False
61.35;58.14;79.06;2.98;156.37;True
54.64;43.49;50.59;2.49;123.38;False
36.18;32.32;50.50;2.50;104.04;False
37.27;16.80;83.94;3.45;123.91;False
65.56;24.80;49.07;4.19;168.39;False
136.20;142.06;132.01;3.93;386.23;True
68.20;21.55;;4.81;77.75;False
74.00;41.15;35.05;4.61;150.47;False
57.69;57.46;63.21;2.74;146.05;False
26.40;49.91;54.43;3.21;110.44;False
-6.56;66.52;35.30;5.35;82.83;False
58.91;50.72;32.04;1.99;123.55;False
41.97;27.60;32.88;2.14;131.09;False
15.07;42.71;62.30;1.45;160.79;False
54.32;44.13;61.11;0.14;131.22;False
79.21;40.71;45.43;4.31;161.41;False
58.95;21.06;41.11;3.95;83.37;False
71.73;34.60;68.90;3.49;165.67;True
44.60;69.27;85.28;3.75;172.09;True
85.03;17.09;92.57;3.62;187.28;True
60.32;23.62;82.76;5.33;127.73;False
78.93;28.74;87.64;4.19;147.11;True
81.30;49.45;65.22;3.85;172.58;True
-9.85;28.39;43.60;6.67;59.68;False
66.34;21.22;13.35;3.34;76.80;False
34.55;33.09;34.28;2.00;99.90;False
93.90;48.76;54.81;2.81;192.51;True
50.87;45.23;72.50;3.92;125.42;False
44.86;75.50;50.96;3.61;183.88;False
101.17;46.62;68.95;2.09;209.66;True
53.95;29.00;12.24;4.21;112.81;False
77.82;49.44;76.14;2.49;147.49;True
43.39;44.12;32.68;3.04;65.02;False
65.39;64.39;73.82;4.37;128.52;True
48.06;22.64;59.33;4.02;83.28;False
43.40;40.45;38.73;4.79;73.23;False
44.02;56.07;37.74;3.96;117.49;False
71.86;48.93;22.25;5.67;;False
62.27;42.21;44.35;3.77;125.26;False
22.60;17.91;80.39;2.10;143.25;False
48.51;8.89;17.70;3.19;79.72;False
63.77;70.12;47.54;4.12;139.48;False
71.68;176.84;20.09;4.54;247.90;False
76.22;24.57;85.61;2.90;142.95;False
48.71;45.21;58.54;3.38;136.23;False
29.27;15.07;67.32;3.98;116.34;False
40.77;28.53;53.90;2.11;151.60;False
23.78;2.06;29.90;2.02;87.96;False
63.87;34.32;37.78;5.01;102.85;False
-21.73;7.57;35.18;0.89;27.08;False
52.88;76.01;69.90;1.36;154.74;True
43.79;43.40;23.73;2.94;73.94;False
55.71;53.57;30.97;2.80;168.08;False
45.60;33.15;38.10;4.60;110.96;False
29.95;11.91;71.86;4.05;84.60;False
16.13;22.65;69.53;3.51;126.72;False
33.55;61.18;4.18;1.96;77.14;False
56.28;42.41;63.39;3.19;163.94;False
46.94;-3.33;49.07;4.02;100.94;False
58.79;37.72;28.12;1.59;88.72;False
27.91;42.60;85.42;4.89;130.44;False
0.41;42.45;73.32;3.03;115.16;False
85.72;44.59;112.34;2.89;213.16;True
50.95;70.29;28.58;1.14;189.82;True
63.29;62.19;86.42;2.53;209.85;True
37.97;30.01;64.74;2.81;171.40;False
57.05;50.00;71.11;4.03;164.37;True
46.21;21.74;51.02;3.73;122.23;False
77.24;41.26;76.36;1.55;139.02;True
114.54;123.07;127.24;1.92;332.44;True
45.02;12.76;57.18;4.48;111.55;False
46.59;25.71;71.20;2.14;125.21;False
44.66;20.42;78.45;5.34;183.37;False
34.01;13.65;63.80;3.22;96.31;False
-7.14;47.36;65.09;3.59;112.29;False
33.61;31.74;73.84;3.95;110.46;False
54.16;33.70;39.00;3.15;76.69;False
105.19;140.34;41.82;;321.51;False
26.57;5.22;70.59;2.72;92.22;False
46.89;39.44;78.93;2.56;102.33;False
34.10;48.84;54.56;5.12;109.58;False
41.24;30.10;28.83;2.86;102.79;False
;36.00;60.47;3.03;197.21;True
42.28;44.08;67.29;3.03;168.75;True
-15.17;43.49;45.79;1.82;89.14;False
25.59;29.55;35.76;3.64;47.93;False
58.72;43.63;55.71;2.32;164.44;False
11.24;68.15;76.85;4.58;131.37;False
66.56;33.71;88.04;4.09;168.49;True
65.18;33.43;47.35;1.10;125.26;False
35.40;10.66;31.42;3.40;92.32;False
39.00;45.56;76.29;3.77;154.48;False
55.53;70.37;69.06;3.43;108.65;True
60.75;72.70;61.40;4.97;143.97;False
37.60;40.09;79.15;2.98;131.89;False
37.98;44.08;87.61;1.81;159.40;False
54.94;31.84;46.78;3.15;86.76;False
47.87;13.56;57.33;2.75;111.36;False
58.70;66.22;33.21;3.42;138.17;False
64.73;29.15;77.80;2.48;192.83;True
3.56;79.86;54.66;4.23;114.52;
17.30;37.57;47.55;3.21;97.22;False
46.59;28.57;55.88;2.86;97.20;False
61.44;59.54;79.30;1.01;166.01;True
14.62;42.54;66.84;4.29;110.57;False
36.91;53.33;59.09;2.88;152.70;False
94.23;28.15;89.00;4.46;174.70;True
41.79;32.68;81.26;5.11;102.67;False
41.09;58.37;94.94;2.74;180.65;True
83.93;30.27;92.07;1.65;194.75;True
44.68;63.51;97.67;3.66;172.80;True
9.31;76.50;44.58;3.29;108.65;False
47.96;48.29;80.02;2.68;175.67;True
60.25;9.66;79.68;3.81;149.06;False
42.42;36.94;58.60;2.23;136.67;False
78.81;43.51;58.29;5.09;191.48;True
43.95;22.55;45.28;3.72;122.57;False
54.44;54.97;58.68;2.47;113.84;False
49.90;41.43;56.06;3.40;143.13;False
32.97;9.51;79.15;2.52;116.56;False
55.23;34.31;66.88;2.59;135.32;False
48.38;37.94;69.55;2.65;123.70;False
72.95;35.33;58.04;4.52;135.51;False
46.73;13.84;48.71;2.15;101.90;False
21.54;56.56;82.81;1.96;138.47;False
56.61;44.62;80.61;2.21;182.81;True
45.78;23.76;62.58;2.42;131.07;False
47.89;42.43;63.86;3.06;136.10;False
26.64;77.21;5.69;0.88;121.23;False
3.09;54.10;68.99;2.85;166.25;False
30.60;;51.96;3.92;57.45;False
54.41;62.56;41.78;2.77;116.30;False
44.35;34.16;86.84;2.63;152.43;True
23.25;115.74;108.99;3.73;312.69;False
55.74;27.96;76.65;4.69;127.46;True
28.99;33.22;54.31;5.17;103.22;False
37.45;16.64;30.35;2.83;90.52;False
88.33;56.20;60.83;3.61;186.32;True
78.09;4.11;75.90;2.67;169.19;True
90.04;18.58;67.71;2.55;191.37;True
42.58;30.07;59.71;3.55;135.77;False
74.52;34.41;34.19;2.22;152.33;False
56.22;50.21;57.46;3.02;155.29;False
57.90;29.50;58.82;2.19;153.15;False
9.74;20.23;81.07;1.57;136.20;False
34.98;35.60;81.69;1.37;99.63;False
16.10;29.36;38.68;1.88;118.51;False
54.34;7.38;56.63;4.88;83.68;False
54.06;36.85;58.15;2.37;109.94;False
54.40;45.98;50.04;1.40;129.43;False
67.17;52.49;94.93;3.18;165.49;True
17.31;40.80;60.55;2.28;110.51;False
32.55;33.80;85.10;4.20;115.32;False
116.12;59.07;83.30;6.72;263.76;False
31.74;38.49;77.96;3.54;147.09;True
51.43;26.64;39.39;1.95;85.90;False
29.40;44.76;60.56;3.82;141.83;False
80.55;43.21;47.45;2.82;146.18;False
17.11;46.27;89.86;2.59;143.65;True
69.52;31.21;46.78;2.66;165.69;False
75.42;49.18;78.94;3.61;192.09;True
-9.39;45.36;55.00;2.81;108.71;False
70.98;14.33;38.02;4.20;92.76;False
78.59;41.17;80.45;2.20;156.64;True
123.07;82.93;78.79;0.81;319.60;True
15.83;9.40;61.55;2.93;71.00;False
54.26;-0.97;62.62;3.54;127.61;False
47.46;43.99;75.73;3.88;144.32;
43.88;60.98;28.44;2.35;139.48;False
87.75;51.62;53.20;0.85;160.27;True
61.13;64.03;63.63;3.35;185.86;True
67.93;25.56;69.96;2.41;146.88;False
33.45;38.19;107.09;3.89;220.72;False
89.36;44.28;50.07;2.54;165.28;True
35.39;44.57;104.56;1.86;148.22;True
46.60;37.17;79.30;1.49;111.68;False
39.13;16.48;47.60;3.97;105.42;False
-10.83;12.56;60.76;3.53;86.11;False
42.63;41.51;84.16;;163.59;False
57.81;59.29;69.94;1.73;169.53;True
55.46;59.00;48.42;3.20;182.93;False
62.88;75.39;61.05;1.51;184.78;True
17.30;16.54;85.70;3.13;129.16;False
81.66;32.21;96.24;2.87;159.78;True
65.35;40.42;99.09;1.36;166.25;True
60.23;8.76;43.00;2.60;99.23;False
46.50;43.69;51.14;2.50;79.68;False
71.92;45.05;39.55;3.75;120.87;False
73.44;39.25;51.34;;176.19;False
76.91;23.39;75.73;3.04;158.43;True
25.77;40.92;79.66;5.41;137.84;False
83.78;25.05;103.75;3.20;173.68;True
63.48;19.60;49.38;3.22;124.66;False
49.01;33.32;39.38;3.35;106.89;False
104.06;54.34;138.14;5.13;277.83;False
59.69;28.60;76.37;2.13;120.55;False
51.52;50.06;132.27;1.29;251.73;True
39.73;50.30;47.91;2.13;136.07;False
67.79;43.39;69.10;3.56;176.01;True
60.43;41.67;78.68;3.16;181.49;True
68.48;43.08;38.70;2.65;137.22;False
24.30;46.66;45.41;3.29;115.43;False
65.85;41.70;23.28;1.33;116.65;False
47.96;48.53;65.94;1.78;160.14;True
54.95;20.04;71.50;2.29;185.38;True
83.36;48.26;43.53;5.13;126.23;False
68.88;61.67;66.01;3.37;117.05;False
59.62;54.47;117.09;2.20;182.21;True
66.48;43.04;61.95;3.38;144.11;False
23.47;62.62;45.31;2.35;113.61;False
86.90;39.14;61.21;2.54;152.44;False
67.88;43.05;72.60;1.63;165.14;True
39.14;53.11;61.43;3.45;92.42;False
106.08;111.81;126.00;2.62;371.43;True
62.19;38.87;68.57;2.96;167.51;True
61.12;42.96;52.40;4.22;120.44;False
49.40;74.20;92.41;3.15;203.59;True
53.39;85.28;58.37;4.64;168.21;True
20.06;37.25;80.68;0.83;105.75;False
45.87;16.77;27.12;1.04;85.86;False
33.41;30.23;72.78;3.27;108.31;False
55.44;61.14;77.41;3.89;144.35;False
22.64;43.61;87.34;2.35;155.16;False
35.59;54.88;75.31;4.61;143.87;False
58.62;47.32;80.80;1.83;155.62;True
56.30;33.65;80.52;1.65;154.08;False
26.51;54.00;46.38;2.85;102.03;False
80.58;31.83;24.20;1.76;132.76;False
75.28;17.80;97.80;3.08;191.39;True
62.14;;98.32;3.16;196.55;True
49.71;46.37;84.01;3.94;151.01;True
40.65;57.99;57.12;2.51;143.32;False
35.72;66.17;67.73;3.06;150.96;False
67.70;73.28;116.12;3.89;282.39;False
58.33;43.89;60.87;3.31;132.11;False
59.37;42.11;1.44;2.66;78.82;False
29.22;44.03;89.48;2.46;105.96;False
98.81;36.17;85.51;2.02;217.56;True
50.04;21.33;7.50;2.36;61.12;
58.50;7.44;72.21;1.17;150.46;False
33.85;;89.32;2.73;137.33;False
8.36;42.94;81.49;3.77;91.82;False
49.73;46.21;64.14;0.55;164.94;True
40.84;46.61;29.05;1.33;127.15;False
47.82;37.03;36.70;3.81;139.99;False
44.54;2.80;70.11;2.16;110.00;False
