horas;asistencia;tareas;retrasos;planificacion;nota_final;aprobado
3.20;76.78;91.08;2.24;2.55;4.10;False
5.95;79.08;84.83;-0.78;3.10;5.20;True
2.78;85.29;86.64;3.76;4.81;4.37;False
4.51;84.85;90.23;2.45;3.53;5.34;True
2.84;62.64;83.42;1.42;2.87;3.39;False
4.85;72.17;87.32;1.26;3.65;5.84;True
3.49;83.66;73.44;-0.94;3.89;5.02;True
3.62;63.40;82.20;1.82;2.78;3.84;False
2.80;92.87;69.37;2.52;3.12;3.60;False
3.66;71.73;83.20;1.89;3.78;4.60;True
2.98;92.15;105.51;3.51;2.22;4.07;True
6.22;77.90;77.75;3.65;3.10;4.20;True
4.90;81.27;100.73;0.65;2.38;4.56;True
3.88;71.65;87.19;2.47;2.83;3.21;False
2.80;52.95;82.06;1.19;2.70;5.19;True
;93.26;87.94;0.10;3.06;4.92;True
5.74;81.16;94.32;1.46;3.35;5.23;True
5.34;85.58;109.13;2.57;3.80;5.73;True
3.32;69.36;80.02;1.17;5.13;4.10;True
6.32;75.53;;0.37;2.76;4.50;True
4.04;90.00;88.39;5.38;;4.08;True
5.83;72.00;93.92;0.73;3.24;5.32;True
4.35;58.21;88.24;1.58;4.11;4.14;True
4.12;78.04;82.31;0.81;3.65;4.74;True
4.90;;85.69;1.25;2.65;4.18;False
4.04;79.68;91.52;-0.54;2.64;4.54;True
2.87;77.88;87.14;0.44;3.04;3.90;False
4.18;70.17;89.98;-0.29;1.84;4.16;True
5.02;73.18;84.68;1.13;2.26;4.19;True
3.43;80.52;86.93;-1.10;2.40;4.04;True
3.40;70.05;68.72;0.39;2.01;4.26;True
2.09;89.32;69.64;0.09;2.56;4.10;False
3.25;90.09;94.14;2.69;5.26;3.44;False
4.18;82.75;75.26;3.22;3.52;4.24;True
5.48;75.37;81.67;5.56;3.31;4.50;True
3.67;73.72;77.42;1.62;3.97;4.81;True
3.87;75.51;80.76;2.20;3.32;3.97;False
3.11;81.66;88.13;2.31;3.86;3.23;False
2.51;66.97;89.21;-0.07;3.44;3.57;False
2.47;68.57;94.30;-0.11;2.41;3.80;True
2.66;72.14;83.02;1.28;2.20;4.66;True
3.36;65.01;72.24;1.86;3.51;3.05;False
3.96;89.28;89.99;0.14;4.14;5.17;True
5.17;74.11;89.37;1.79;3.74;4.72;True
2.54;73.17;82.64;2.40;2.85;3.49;False
3.93;74.78;94.77;;2.27;4.08;True
2.60;73.11;92.88;3.31;3.52;3.44;False
3.80;64.59;96.71;2.14;3.93;4.04;False
2.22;63.30;83.72;1.32;2.44;3.94;False
3.57;84.63;74.58;2.98;2.57;4.29;True
4.40;59.97;97.87;2.91;1.88;4.71;True
3.02;82.02;95.16;0.17;2.48;4.24;True
2.76;69.23;82.99;2.69;2.28;1.92;
4.45;80.28;97.11;1.10;3.33;4.99;True
2.65;81.02;80.05;1.00;2.88;4.26;True
2.67;85.00;105.82;3.99;2.21;3.82;True
4.99;50.60;106.60;1.41;3.65;5.05;True
;77.46;114.25;1.90;3.00;4.54;True
4.04;80.60;92.41;5.91;3.19;3.29;True
5.82;91.99;100.12;3.28;2.37;4.68;True
3.26;88.59;92.25;2.58;2.18;4.13;False
4.31;76.40;95.72;1.69;4.53;5.56;True
2.94;68.21;96.22;4.57;1.11;3.99;False
14.69;173.57;179.57;6.87;4.13;10.23;True
2.03;74.99;78.18;3.45;4.05;3.62;False
7.25;;78.53;0.88;5.60;5.71;True
4.76;78.15;80.90;2.55;3.76;5.03;True
4.43;78.27;82.25;4.24;2.76;3.38;False
3.91;74.35;73.59;2.47;2.31;3.98;False
3.40;87.03;84.52;-1.21;1.98;3.29;False
4.30;85.85;82.68;0.91;3.48;4.05;True
4.97;87.14;81.02;0.63;2.11;4.97;True
3.97;85.82;89.68;0.85;4.05;4.81;True
5.02;87.35;103.97;0.37;1.51;3.61;
4.75;87.60;75.29;0.21;3.21;4.67;True
1.00;78.04;68.68;2.03;3.55;3.85;False
3.43;63.61;86.54;0.88;3.47;4.04;True
1.54;43.99;80.41;0.13;3.36;3.94;False
4.36;78.55;;2.93;2.48;4.26;True
5.59;69.60;74.55;3.60;3.01;4.08;False
2.86;65.94;94.53;3.28;3.61;4.55;True
3.89;77.72;94.66;0.49;2.75;4.18;False
3.11;62.17;72.94;0.87;3.15;3.05;False
4.59;64.53;103.30;3.01;2.94;4.71;True
10.66;110.11;166.58;11.85;5.07;9.10;False
5.11;83.10;86.99;3.44;1.79;4.72;True
5.27;60.00;57.36;2.85;1.90;4.54;True
2.66;68.46;83.98;3.44;2.79;3.09;False
4.60;77.04;86.00;1.94;3.34;4.99;True
13.57;149.23;199.14;4.11;5.66;11.44;True
5.68;81.91;63.17;4.22;2.67;3.62;False
3.41;67.15;99.31;2.94;2.67;4.08;False
2.30;79.00;90.45;1.84;3.76;4.14;True
4.45;65.97;71.81;1.55;1.54;3.80;False
6.21;72.32;100.63;-1.01;3.17;4.09;True
2.13;97.06;82.75;2.59;3.06;4.11;True
4.45;60.69;63.84;-0.36;4.17;3.89;True
1.39;93.41;82.53;1.95;4.58;4.37;True
6.25;60.07;76.36;1.83;3.15;5.11;True
1.59;88.19;94.59;0.58;2.97;3.53;False
1.33;76.77;83.57;-0.51;3.02;4.56;True
3.93;72.08;100.07;3.04;2.77;4.14;True
5.00;58.57;77.40;0.97;2.61;4.32;True
6.47;79.73;79.62;1.94;2.87;4.59;True
4.28;103.41;81.46;1.71;1.96;5.23;True
0.90;71.27;69.36;0.61;1.87;3.33;False
3.56;64.90;83.73;0.95;3.29;4.04;False
3.28;77.53;91.47;1.10;2.18;4.76;True
2.64;82.93;89.69;3.11;3.94;4.09;True
4.39;76.15;76.48;2.70;3.31;4.46;True
5.45;86.94;76.80;1.75;2.02;3.30;False
2.99;72.79;77.60;3.49;4.52;3.00;False
3.77;59.95;65.73;0.97;2.75;2.87;False
4.06;104.50;72.87;4.02;2.43;2.92;False
3.45;72.11;67.82;0.97;2.68;4.15;True
3.91;106.49;88.31;4.40;2.01;3.95;False
2.49;76.72;90.75;1.26;2.96;4.36;
4.18;77.07;108.17;1.23;3.22;4.19;True
3.53;69.92;83.16;1.66;4.51;5.33;True
4.34;76.25;85.60;2.14;3.58;3.90;True
3.11;67.10;86.04;0.50;4.09;3.84;False
4.88;71.73;84.97;1.04;2.61;4.73;True
3.45;57.02;77.17;2.29;2.55;4.24;False
4.58;100.41;80.90;1.31;3.71;5.44;True
2.99;91.05;89.37;0.54;4.09;3.98;True
4.74;85.15;80.87;2.24;3.28;4.42;True
1.84;86.62;75.24;2.59;2.36;3.57;False
3.76;72.03;87.50;2.99;1.94;3.83;False
2.96;56.75;79.10;1.31;2.65;4.27;True
3.76;79.29;70.10;3.22;3.04;3.53;False
3.00;76.02;88.21;-0.51;2.80;5.41;True
4.21;83.99;99.72;0.50;1.86;4.50;True
2.87;74.83;94.35;2.54;2.93;4.05;False
3.72;101.19;87.89;0.73;3.37;5.01;True
3.74;70.77;70.51;2.42;3.89;3.75;False
4.82;78.79;87.38;2.70;3.11;3.47;False
3.95;65.34;79.60;0.77;3.18;4.34;True
6.11;82.83;76.60;0.51;2.19;5.77;True
3.67;65.75;81.42;0.65;3.71;4.09;True
3.56;80.84;103.26;1.45;3.52;4.66;True
20.32;151.68;167.99;11.02;6.59;9.40;False
;85.20;74.78;-0.72;3.49;5.23;True
5.48;87.90;87.60;-0.20;2.47;5.63;True
3.98;58.91;93.37;3.73;2.51;4.14;True
6.27;74.85;82.35;0.43;3.69;4.29;True
2.98;71.45;92.53;;3.63;4.53;True
2.24;77.56;61.16;3.64;1.92;2.51;False
3.00;92.98;94.05;0.49;2.66;3.65;False
4.59;77.46;79.03;2.53;2.53;3.72;False
3.92;68.75;98.66;1.78;3.83;4.32;True
1.86;66.17;73.16;1.25;3.37;3.24;False
3.17;79.72;103.71;3.18;1.83;3.40;False
4.39;69.20;74.56;-0.39;2.84;4.21;True
2.99;;85.84;1.77;4.90;2.86;False
4.47;78.96;84.98;1.97;3.41;4.57;True
2.32;84.84;101.02;4.71;3.95;4.14;True
4.01;71.94;87.98;1.39;4.01;4.81;True
3.78;95.35;77.71;0.72;2.56;4.63;True
4.82;64.90;99.94;1.08;4.20;4.83;True
4.18;96.78;76.04;0.51;2.35;3.84;True
6.35;74.30;89.48;1.31;3.66;4.63;True
4.09;69.99;95.66;0.74;3.76;4.70;True
3.68;73.32;77.47;1.75;3.19;;True
4.48;76.68;85.76;4.64;2.91;5.02;True
4.10;82.24;85.55;1.55;3.81;6.14;True
5.20;60.61;74.30;1.06;4.24;4.82;True
3.63;64.63;92.29;3.70;4.02;3.01;False
3.74;79.12;80.40;1.83;3.99;4.61;True
4.87;79.97;105.92;2.72;2.71;5.25;True
2.38;74.31;97.96;-0.05;2.58;;True
3.59;64.67;81.72;0.73;3.06;4.29;True
4.20;64.94;64.11;1.10;3.44;5.17;True
4.93;80.60;95.57;3.31;3.60;4.80;True
1.48;69.10;70.12;3.50;2.52;2.03;False
;92.61;87.10;3.12;2.46;4.60;True
1.35;77.54;86.27;0.44;2.38;5.61;True
4.42;66.32;85.72;0.85;2.02;5.03;True
5.03;77.55;79.35;3.63;2.89;4.25;False
5.78;43.59;79.15;0.13;3.51;4.40;True
4.08;55.49;63.76;1.56;2.58;3.25;False
5.84;60.32;71.48;2.13;2.19;3.51;False
3.44;56.94;74.92;3.17;2.37;2.75;False
2.90;77.72;98.93;1.70;4.20;5.18;True
4.76;81.14;98.14;0.38;3.33;4.86;True
3.41;88.57;87.12;3.97;1.98;3.45;False
4.91;73.88;95.82;2.17;2.49;4.92;True
2.71;57.20;91.75;1.24;3.54;3.31;False
3.37;70.22;76.88;-0.62;2.42;3.48;False
3.38;76.22;82.75;2.26;2.22;4.42;True
11.18;151.51;159.76;1.27;6.26;13.35;True
3.87;93.56;93.47;2.86;2.64;4.31;False
2.73;68.64;76.09;1.03;3.58;3.93;False
3.63;93.57;100.88;5.16;3.90;5.09;True
7.59;170.43;147.25;5.45;5.92;10.29;True
6.80;179.86;194.56;1.58;8.65;13.80;True
2.70;79.45;88.59;1.78;2.75;4.23;True
4.90;68.16;80.97;1.77;2.47;4.22;True
5.08;75.18;100.51;6.06;2.94;5.38;True
6.74;72.08;84.77;0.27;3.57;4.36;True
3.99;60.21;86.69;1.44;1.91;3.61;False
4.37;73.33;79.83;0.65;3.95;4.14;True
2.99;85.60;95.95;0.43;2.41;3.42;True
3.03;77.59;67.28;1.63;3.27;3.04;False
3.79;89.44;88.38;0.94;3.20;4.88;True
3.47;82.09;90.66;1.83;0.52;3.27;False
4.21;65.37;82.49;1.78;;3.87;False
5.67;87.42;106.97;2.44;;4.64;True
4.56;61.63;90.87;7.91;2.37;2.83;False
6.65;73.33;94.35;2.45;2.11;5.15;True
4.00;84.16;96.85;0.43;3.10;5.47;True
4.29;62.54;85.77;2.08;3.34;4.03;False
4.19;96.80;97.95;-0.14;2.58;6.13;True
5.07;65.71;91.48;3.54;2.05;3.34;False
3.60;94.18;84.28;1.65;2.61;4.99;True
2.01;78.51;68.84;1.37;2.12;3.25;False
4.50;67.38;106.97;2.20;1.21;3.35;False
6.17;66.60;87.78;5.26;2.62;4.28;True
2.36;71.02;88.47;0.77;3.53;4.10;True
3.11;71.84;99.81;0.88;3.49;5.13;True
3.16;65.64;84.88;3.80;3.35;2.60;False
4.67;84.90;92.04;0.96;3.29;5.19;True
4.63;72.09;92.03;1.18;4.00;4.81;True
2.52;81.19;82.56;0.73;2.95;4.12;True
3.48;88.21;80.04;3.91;3.37;4.01;True
1.98;67.92;74.57;4.49;3.76;1.75;False
5.51;78.56;93.17;-0.35;2.83;6.48;True
2.84;88.73;90.18;2.18;3.11;4.93;True
4.16;82.23;76.65;0.96;3.04;3.88;False
3.60;58.06;87.15;5.56;4.00;2.60;False
5.81;89.39;90.30;3.69;3.95;5.23;True
4.58;68.40;89.08;3.87;2.26;3.90;False
5.11;48.04;90.33;3.22;3.35;4.02;False
2.83;97.04;84.92;6.53;2.84;3.18;False
4.32;85.31;94.35;2.23;4.11;5.18;True
4.02;77.94;77.93;3.76;2.78;3.71;False
5.05;84.91;88.45;1.34;2.56;3.44;False
7.26;174.49;158.22;17.07;4.24;9.76;False
3.19;72.39;95.44;1.67;3.74;4.74;True
6.58;66.44;72.59;1.58;2.03;4.10;False
5.52;71.54;85.68;2.03;3.13;5.20;True
3.43;73.34;86.24;2.98;2.40;3.80;False
3.54;61.26;104.22;2.62;2.88;3.38;False
3.11;75.35;86.40;0.59;2.46;4.78;True
4.48;50.49;;2.56;3.77;4.15;True
3.00;100.60;86.82;3.51;3.38;3.51;False
4.25;77.69;82.20;3.09;3.35;3.54;False
2.19;73.01;81.96;0.87;2.78;4.85;True
3.80;81.87;93.89;3.44;2.71;5.27;True
3.18;72.48;88.22;5.40;2.44;2.19;False
3.83;68.80;82.45;3.88;3.38;4.08;True
4.58;82.40;97.20;0.85;3.95;5.07;True
3.21;56.37;68.34;0.41;2.46;3.62;False
2.73;89.91;92.36;1.46;3.55;3.63;False
5.75;107.29;82.94;0.94;3.21;5.17;True
2.62;68.09;86.11;0.69;2.74;3.68;False
5.71;138.18;100.99;0.99;7.37;9.45;False
4.24;73.01;87.68;0.97;4.14;5.23;True
4.48;70.05;92.14;2.74;3.46;4.37;False
4.09;81.28;75.32;2.25;1.77;3.09;False
3.18;65.17;63.76;2.62;3.91;3.86;False
5.59;67.17;76.54;3.35;4.70;3.58;False
5.99;77.42;79.80;2.24;1.85;4.55;False
4.50;64.04;86.93;1.21;3.21;5.20;True
3.95;88.45;61.42;0.74;2.24;4.32;True
4.02;81.29;84.06;1.55;1.54;4.26;True
3.81;69.06;92.37;0.58;3.37;3.63;True
15.19;153.09;184.80;6.37;5.44;14.60;True
3.25;75.77;90.73;2.27;2.58;4.69;True
3.07;62.31;66.45;2.69;4.06;3.63;False
3.11;69.49;96.27;5.97;3.22;3.47;False
3.44;79.55;78.20;2.71;3.19;3.42;False
2.47;53.90;94.31;1.16;2.94;3.81;False
4.33;81.73;83.91;1.01;2.99;3.97;True
4.94;67.54;84.49;1.30;2.21;3.53;False
2.96;91.32;92.46;0.72;2.05;5.83;True
4.76;66.20;97.92;3.09;3.49;4.27;False
4.99;62.17;67.79;5.35;2.69;;False
3.65;84.63;72.99;0.67;2.98;4.41;True
4.42;69.90;94.04;4.77;2.46;4.32;True
3.89;57.87;107.62;2.87;1.98;3.01;False
4.72;79.80;86.80;1.03;3.77;5.42;True
3.36;68.28;77.73;-0.55;1.83;4.71;True
5.75;79.51;88.44;4.80;1.03;4.04;False
4.70;76.13;92.08;3.71;3.92;3.90;False
5.01;71.46;82.53;1.86;2.53;3.50;False
3.60;84.31;76.63;2.93;3.50;4.47;False
4.24;61.64;92.27;2.59;3.11;3.80;True
4.53;71.51;105.82;3.25;3.90;4.94;True
3.65;101.47;;1.08;2.80;4.25;True
3.55;84.47;76.58;2.40;2.82;3.64;True
5.14;71.76;99.86;2.60;2.36;3.66;False
3.64;80.59;85.75;1.22;3.84;3.26;False
4.23;75.10;77.20;0.18;3.33;4.22;True
3.96;89.53;60.56;2.12;3.75;3.02;False
4.91;64.34;80.12;1.76;1.88;4.15;True
4.50;65.81;89.60;0.85;4.34;4.07;True
;79.43;80.29;1.68;2.70;5.45;True
3.89;83.47;96.86;2.06;3.12;4.22;True
4.73;73.24;88.44;0.45;3.38;4.84;True
2.73;71.86;86.87;1.44;2.41;3.59;False
5.68;79.13;68.77;1.61;3.20;3.41;False
3.53;59.92;82.79;2.42;4.06;4.30;True
6.32;75.87;91.59;3.45;3.41;4.33;True
4.54;58.00;81.52;0.10;2.75;5.50;True
4.46;77.81;73.78;1.95;3.97;3.90;False
2.81;60.88;74.41;0.07;3.18;3.61;False
4.06;73.23;81.85;1.39;2.82;3.18;True
4.15;69.75;80.87;2.28;2.14;3.90;True
2.55;75.68;71.00;1.12;2.26;3.37;False
2.77;85.42;74.34;2.11;2.34;3.92;True
5.04;72.99;88.99;-0.06;4.30;4.89;True
3.14;92.60;82.66;-0.16;3.53;4.99;True
3.81;81.35;92.76;2.51;4.45;3.92;False
5.24;81.28;66.41;1.12;3.05;5.21;True
10.22;149.80;195.07;5.35;5.94;10.08;False
8.50;140.03;152.67;2.32;6.91;9.32;False
6.14;79.84;108.28;2.54;4.12;4.59;True
3.90;90.70;91.08;1.01;2.96;4.97;True
2.92;68.67;93.56;-1.02;2.27;3.55;False
3.04;64.09;84.86;2.50;1.33;3.78;False
13.17;160.20;198.04;5.78;7.48;11.57;True
2.37;76.40;92.86;1.83;3.07;3.59;False
3.42;65.76;105.40;3.56;3.76;5.37;True
3.04;72.75;76.66;2.83;1.56;3.37;
3.72;65.49;91.66;3.58;2.71;5.34;True
4.78;;106.79;3.15;2.86;3.72;True
3.33;67.81;77.34;3.04;3.22;3.79;True
