viajes;distancia;tiempo;modo_transporte;congestion;alta_congestion
1.94;25.95;37.29;auto;1311.25;True
1.91;23.53;42.12;bus;762.14;True
8.45;24.17;227.00;bus;2822.81;True
2.79;24.39;7.00;bus;167.30;False
3.02;7.50;18.36;bus;830.54;False
3.61;6.14;10.40;bus;885.73;False
3.82;10.89;66.44;bus;1327.21;True
3.11;10.76;47.64;bus;670.47;False
2.31;4.02;49.07;bicicleta;332.47;False
1.93;15.09;37.59;bicicleta;103.21;False
1.79;6.15;42.05;caminar;31.83;False
2.14;23.11;44.23;bicicleta;843.85;True
1.37;8.06;90.25;caminar;746.63;True
3.94;24.90;27.74;bus;794.33;False
2.31;15.37;57.43;bus;686.20;False
3.57;5.72;44.94;caminar;434.54;False
0.19;-0.66;32.85;caminar;567.53;False
1.45;20.69;31.24;bus;332.50;False
3.44;4.33;77.98;bicicleta;541.53;False
2.92;12.33;15.88;caminar;501.12;False
2.46;32.06;7.78;metro;257.12;False
3.39;20.45;43.57;auto;1491.91;True
0.84;20.58;75.05;bus;1341.98;True
3.53;10.49;55.47;metro;385.94;False
3.72;8.72;28.46;bicicleta;-161.03;False
4.90;25.45;4.72;bicicleta;435.22;False
5.58;31.18;61.80;auto;1615.19;True
2.44;13.48;84.46;bicicleta;1102.64;True
2.73;7.20;38.11;caminar;383.07;False
5.02;16.17;53.46;scooter;75.52;False
1.09;1.01;26.85;bicicleta;340.13;False
4.71;28.33;64.03;auto;1548.94;True
4.38;20.11;50.43;bus;677.97;True
2.53;4.77;19.27;bicicleta;-319.80;False
0.39;8.12;65.65;bus;401.11;False
4.47;22.67;50.18;bicicleta;1002.52;True
3.70;11.86;33.09;bus;618.55;False
2.53;7.91;62.73;bicicleta;589.24;True
3.51;-5.66;31.86;bicicleta;-63.52;False
3.43;24.07;27.32;caminar;408.74;True
1.07;32.83;48.36;;1517.32;
2.24;16.46;10.56;bicicleta;243.79;False
3.33;14.24;40.96;bus;1581.50;True
3.59;1.80;21.54;caminar;326.69;False
3.00;15.78;28.47;bicicleta;259.47;False
3.93;5.89;10.98;bicicleta;-496.62;False
3.23;-1.74;4.04;bicicleta;164.91;False
2.45;19.88;77.16;bus;1588.58;True
5.10;-10.19;47.91;bicicleta;275.67;False
2.71;38.06;86.37;auto;2648.11;True
5.01;4.10;56.16;bicicleta;71.54;False
7.45;-21.25;62.52;bicicleta;-189.63;False
2.73;10.67;72.56;bicicleta;1077.61;True
3.95;17.10;66.68;auto;1054.03;True
1.41;22.46;20.59;bus;510.24;False
5.23;4.49;57.67;bicicleta;-212.73;False
2.05;32.51;42.96;bicicleta;810.69;False
1.77;18.05;30.07;bus;972.73;True
3.81;2.51;32.72;caminar;556.78;False
5.61;12.47;25.39;bicicleta;78.14;False
2.93;7.55;27.57;caminar;154.63;False
1.69;15.99;45.58;bicicleta;1366.78;
5.14;17.29;59.79;bus;1208.44;True
3.36;32.83;56.93;bus;1633.09;True
2.39;11.55;55.14;bicicleta;283.77;False
2.71;17.19;14.53;bus;314.98;False
3.06;12.74;54.28;bus;63.80;False
4.81;-1.11;26.66;caminar;-60.09;False
2.99;12.65;71.47;caminar;-112.29;False
4.86;17.99;33.76;bicicleta;1949.54;True
2.55;29.27;28.11;bus;1005.40;True
1.37;24.16;27.48;bus;331.77;False
4.42;28.90;147.45;bicicleta;1879.10;True
7.44;42.96;34.39;bicicleta;-18.73;False
2.66;18.00;46.72;bus;679.50;True
0.88;20.44;44.60;bus;1007.58;True
1.11;-4.28;59.66;bicicleta;-447.11;False
3.35;7.05;;caminar;242.22;False
3.85;11.33;;bicicleta;681.65;False
4.00;26.25;36.57;auto;1693.33;True
2.84;0.96;-5.58;caminar;216.92;False
7.22;22.51;114.59;bicicleta;853.66;False
4.25;30.52;51.24;bus;803.77;True
3.40;10.09;85.74;bus;637.99;True
2.53;14.53;45.18;caminar;141.82;False
2.77;16.03;84.90;bus;841.96;True
2.64;18.04;9.20;bus;391.42;False
5.24;17.74;21.20;bicicleta;823.20;True
2.00;23.78;55.52;bus;667.64;True
2.71;14.08;86.16;bicicleta;731.43;True
3.37;4.12;58.89;bicicleta;398.87;False
4.51;2.69;23.05;bicicleta;892.36;False
2.81;14.67;23.76;bus;229.45;False
2.42;18.77;75.25;bicicleta;1505.95;True
2.51;19.38;57.38;bicicleta;1601.84;True
2.08;15.21;47.84;bus;642.08;False
2.92;1.56;71.82;bicicleta;288.99;False
4.54;;66.39;bus;1357.83;True
3.65;1.99;48.51;bicicleta;-209.87;False
2.60;9.63;88.02;bicicleta;354.54;False
2.53;2.31;43.57;caminar;138.96;False
4.05;89.59;45.59;auto;1812.96;False
1.56;1.39;52.47;bicicleta;-88.63;False
1.89;27.27;43.53;auto;1004.42;True
1.98;22.40;62.14;bus;1310.49;True
2.16;16.47;73.46;bicicleta;1494.48;True
3.26;5.34;82.93;bicicleta;698.45;True
3.30;21.26;14.65;bicicleta;653.46;False
1.97;8.48;33.49;bicicleta;213.54;False
2.55;24.88;72.56;caminar;720.02;True
5.29;-2.95;53.21;bicicleta;-501.00;False
1.30;18.47;90.13;bicicleta;1816.51;True
1.72;17.58;34.00;bus;1174.46;True
1.99;9.41;55.16;bus;2.71;False
2.69;6.75;79.53;bicicleta;534.27;True
2.74;5.93;28.43;caminar;839.46;False
1.99;30.03;30.07;auto;879.23;True
1.08;2.53;69.79;caminar;191.42;False
2.88;23.65;15.78;bus;625.68;False
3.77;22.89;20.21;bus;482.29;False
2.59;7.79;71.03;bicicleta;394.66;False
1.18;33.70;35.19;auto;1703.81;True
3.67;20.26;51.30;auto;680.61;True
1.22;-3.60;;caminar;77.93;False
1.66;11.89;39.21;bicicleta;182.56;False
2.57;-10.89;23.89;bicicleta;-406.50;False
2.99;8.95;24.63;caminar;369.35;False
2.27;-2.06;-1.15;caminar;-504.99;False
3.30;29.46;49.56;bus;2107.41;True
1.31;-8.55;19.67;bicicleta;311.61;False
6.44;34.71;130.28;bus;2247.28;True
3.62;-0.47;53.65;auto;-83.84;False
3.25;19.09;82.90;bicicleta;1573.85;True
0.65;15.73;58.46;bus;868.31;True
3.38;18.16;83.40;bicicleta;1487.01;True
3.15;20.71;48.72;bus;1466.23;True
2.64;2.04;79.56;caminar;200.80;False
6.25;70.69;121.42;bus;2021.18;True
4.08;5.48;47.05;metro;544.54;True
2.36;11.00;21.82;bus;877.39;False
2.65;34.31;79.69;auto;2739.90;True
4.87;44.54;206.25;bicicleta;2752.30;True
3.34;19.15;38.21;bus;427.51;True
3.42;14.29;39.06;bus;330.64;False
1.66;-3.20;64.66;bicicleta;-482.40;False
2.86;0.18;46.16;bicicleta;-30.15;False
2.81;37.72;201.50;caminar;401.97;False
2.31;31.85;48.90;auto;2378.38;True
4.81;17.13;48.64;bicicleta;562.92;False
3.29;-6.02;32.70;bicicleta;-131.40;False
4.85;12.59;-10.68;bicicleta;41.91;False
2.67;27.94;27.63;bus;1328.45;True
2.46;4.28;42.69;;-102.73;False
4.12;11.36;33.84;bus;497.39;False
1.92;18.89;55.87;bus;642.42;False
3.11;10.61;33.06;bicicleta;291.85;False
3.32;17.31;64.51;bus;1143.43;True
5.05;15.47;81.91;bicicleta;1349.73;True
3.07;10.91;62.08;bus;128.00;False
4.29;24.30;62.40;auto;1432.42;True
3.13;18.24;38.09;bicicleta;342.82;False
4.02;8.44;28.98;bicicleta;-110.20;False
1.90;12.72;46.59;otro;1008.88;False
1.28;21.46;98.81;teletrabajo;1719.60;True
1.26;15.87;61.99;bus;865.07;True
3.91;21.58;56.35;bus;1358.16;True
2.61;14.15;42.30;bus;500.52;False
3.49;20.95;22.01;bus;649.37;False
5.46;-0.38;55.57;caminar;14.54;False
3.05;13.26;60.10;bicicleta;346.21;False
2.39;12.34;17.59;bus;152.34;False
3.25;-0.65;35.26;bicicleta;623.14;False
3.40;13.56;39.63;bicicleta;191.80;False
2.37;0.71;82.08;bus;552.48;False
3.30;18.19;66.06;bus;874.02;True
2.52;19.14;22.64;bus;441.94;False
2.13;4.19;34.96;bicicleta;399.74;False
3.08;20.51;;auto;142.25;False
1.68;7.17;48.51;bus;339.45;False
2.54;27.64;77.34;bus;820.15;True
1.59;6.81;32.23;bicicleta;-6.34;False
2.12;12.21;35.46;caminar;803.00;False
3.62;11.90;51.79;bicicleta;263.39;True
0.96;12.88;49.58;bus;915.60;False
3.90;23.44;46.37;bicicleta;1400.05;True
5.16;46.97;80.38;caminar;2198.89;True
4.82;6.99;16.82;bicicleta;882.91;False
2.36;23.17;23.71;bus;1199.89;True
3.40;11.25;39.36;bicicleta;290.23;False
3.59;14.72;45.59;bicicleta;450.18;False
6.10;6.10;48.02;bicicleta;539.50;False
0.74;14.82;37.95;bus;749.42;False
4.60;10.12;67.67;caminar;291.96;False
4.97;10.53;116.89;otro;1307.87;False
1.43;23.03;43.19;bicicleta;1220.66;True
3.25;17.46;21.87;caminar;255.78;False
2.90;21.76;69.52;;724.45;True
2.04;17.78;-0.02;bicicleta;161.94;False
2.85;7.76;30.06;bus;456.91;False
2.43;16.23;21.74;bicicleta;380.48;False
2.20;-8.58;49.87;bicicleta;-74.56;False
4.57;24.82;57.17;bus;1581.81;True
2.60;16.92;52.48;bus;1038.04;True
2.34;8.41;62.59;teletrabajo;114.77;False
3.51;20.89;34.48;bicicleta;361.57;False
1.90;14.43;30.02;caminar;167.15;False
4.23;-2.97;39.47;caminar;655.15;False
2.68;8.20;69.21;bicicleta;569.01;False
1.74;5.73;38.87;bicicleta;-53.24;False
2.83;-3.94;45.89;bicicleta;-105.29;False
3.36;-5.86;47.92;bicicleta;-107.57;False
1.44;6.87;25.86;bicicleta;151.71;False
2.37;3.19;61.03;bicicleta;481.66;False
3.64;-1.28;39.48;bicicleta;523.37;False
1.59;20.36;15.93;bicicleta;857.64;True
3.77;23.42;42.64;bus;740.51;True
2.56;15.34;55.50;caminar;477.53;False
4.87;5.95;50.38;bicicleta;958.92;False
2.45;30.54;39.84;auto;995.09;True
3.39;26.80;59.92;bicicleta;1065.00;True
4.01;-6.57;75.63;bus;391.03;False
2.26;12.82;81.16;bus;1755.97;True
4.00;63.51;3.97;bicicleta;774.42;False
3.25;8.14;22.68;bicicleta;127.59;False
3.46;9.90;19.90;bus;952.36;False
3.86;4.08;39.80;caminar;124.76;False
2.27;25.74;69.82;bicicleta;550.27;True
;23.59;65.27;bus;1220.71;True
1.78;;41.84;bicicleta;-412.25;False
3.33;14.90;30.55;bus;1231.97;True
3.12;6.47;41.76;bicicleta;586.12;False
3.61;20.65;21.52;bus;1080.46;True
3.40;17.20;35.50;bicicleta;1298.68;True
4.61;10.61;12.75;bus;943.72;False
2.58;-4.17;49.28;bicicleta;98.47;False
6.42;50.72;181.17;bus;1111.90;True
1.22;19.16;50.53;bus;1011.59;True
5.46;22.71;26.39;bus;686.74;False
1.73;3.44;31.36;caminar;299.60;False
2.25;24.77;2.06;auto;283.54;False
3.78;29.19;22.95;bus;1109.10;True
3.66;6.72;68.82;bicicleta;599.69;False
1.46;;18.58;bicicleta;-105.83;False
2.58;;79.53;bicicleta;30.54;False
4.91;4.26;21.52;caminar;-226.02;False
1.87;3.12;7.68;bicicleta;283.08;False
2.16;2.09;65.17;caminar;-66.71;False
2.27;35.24;59.17;caminar;2692.08;True
1.48;27.21;66.79;bicicleta;1635.65;True
4.30;18.80;24.43;auto;747.63;False
2.20;11.44;44.07;caminar;649.09;True
2.34;15.73;31.09;bus;1102.02;True
4.59;9.58;8.89;caminar;350.40;False
2.81;23.69;23.31;bicicleta;-81.29;False
1.19;18.54;51.11;bicicleta;596.74;True
2.67;12.92;64.33;caminar;948.13;False
2.21;13.25;39.48;caminar;532.08;False
3.57;24.80;44.90;bus;929.81;True
1.68;6.45;56.55;bicicleta;649.48;False
3.06;8.65;24.52;bicicleta;241.09;False
1.41;6.71;85.66;bicicleta;1149.10;True
2.63;30.15;80.66;bus;2075.70;True
2.75;15.36;52.10;bicicleta;581.76;True
2.62;2.87;31.72;caminar;-59.61;False
3.61;12.61;17.64;bus;383.62;False
4.52;5.01;49.53;bus;271.15;False
2.50;23.36;20.20;auto;516.93;False
2.92;21.61;35.53;bus;854.08;True
3.19;41.34;33.94;bicicleta;1604.58;True
1.79;7.84;23.34;bus;;False
2.87;25.27;60.40;bus;1185.92;True
1.31;21.17;21.17;bicicleta;562.77;False
3.84;20.29;15.16;bicicleta;;False
2.88;8.99;73.28;bicicleta;885.66;True
2.80;42.70;156.15;caminar;1136.71;False
4.45;1.82;20.47;caminar;171.20;False
2.92;19.57;5.71;bicicleta;874.01;False
3.46;8.13;48.55;bicicleta;189.80;False
2.03;13.31;29.58;bicicleta;687.21;False
2.41;-7.44;43.58;bicicleta;199.44;False
2.05;18.53;65.59;auto;2131.43;True
3.38;6.45;62.40;caminar;94.53;False
2.16;38.35;16.38;auto;443.89;False
1.29;16.19;69.76;bus;1101.13;True
2.67;16.23;40.88;bus;421.31;False
1.76;12.54;17.11;bicicleta;;False
4.52;14.43;34.77;bus;252.01;False
2.97;8.85;101.04;caminar;226.65;False
2.47;15.93;63.76;bus;759.78;True
3.63;12.24;38.53;bus;431.77;False
2.69;12.35;35.82;bicicleta;275.30;False
2.89;-0.11;45.67;bicicleta;51.28;False
3.50;4.20;50.52;otro;-376.34;False
4.99;8.63;38.37;bicicleta;343.87;False
3.72;12.51;66.64;caminar;441.62;False
3.38;22.05;29.01;caminar;136.98;False
4.33;13.76;40.99;caminar;191.17;False
2.74;17.66;41.14;scooter;701.66;False
4.23;17.72;5.22;caminar;-109.38;False
1.82;-17.66;57.82;bicicleta;-417.48;False
3.10;14.73;25.11;bicicleta;436.23;False
3.25;16.18;100.86;bus;1340.15;True
2.63;9.09;20.97;bicicleta;417.84;False
8.20;36.81;122.77;bus;1335.76;True
4.22;-4.33;34.12;bicicleta;-188.03;False
2.68;19.51;53.22;auto;1026.64;True
3.88;4.49;20.63;caminar;30.39;False
3.44;28.30;66.58;bus;1788.86;True
4.95;16.93;42.62;bicicleta;259.52;False
2.71;35.06;56.16;bus;1396.03;True
2.82;29.77;51.47;bus;1711.93;True
4.40;25.88;52.35;bus;1716.54;True
4.50;2.31;67.90;bicicleta;812.02;False
3.22;-7.85;56.31;caminar;-157.22;False
4.20;35.74;52.91;bus;2078.10;True
2.57;11.42;48.27;bicicleta;541.02;False
2.22;16.98;32.84;bus;-54.35;False
4.34;19.88;50.24;bus;929.22;True
2.44;32.19;54.17;auto;851.78;True
2.31;2.95;60.70;bicicleta;284.09;False
2.64;18.82;29.18;bus;496.65;False
3.42;9.91;93.68;bus;-4.45;False
2.33;4.02;46.70;caminar;162.99;False
3.76;13.71;25.66;bus;1060.65;False
2.89;31.81;99.91;bus;;True
3.44;15.71;21.21;bicicleta;561.78;False
2.83;-5.93;39.52;caminar;-195.79;False
2.08;9.86;29.19;metro;273.16;False
1.16;13.62;36.86;bicicleta;294.05;False
5.43;89.85;82.12;bus;2671.55;True
2.17;7.52;6.77;bicicleta;911.55;False
3.06;-6.95;55.62;bicicleta;-270.89;False
1.38;24.22;2.28;bus;904.01;False
3.24;-3.72;39.91;otro;264.86;False
2.46;-0.07;81.20;bicicleta;123.80;False
3.76;18.01;25.56;bicicleta;449.35;False
1.86;13.01;71.55;bus;869.51;True
3.65;2.48;41.43;bicicleta;-222.20;False
1.86;9.30;76.98;caminar;869.23;False
2.74;36.71;40.74;auto;1156.26;True
3.06;18.59;37.29;bicicleta;893.09;False
2.29;18.64;94.73;scooter;2075.51;True
1.39;16.24;43.19;bus;260.77;False
6.18;45.13;40.85;bus;1504.68;False
3.50;12.95;79.46;bus;869.89;True
2.99;5.55;54.92;caminar;691.28;False
2.90;3.54;69.37;bicicleta;311.23;False
2.30;20.33;47.92;bicicleta;456.34;False
-0.14;12.81;37.99;caminar;1031.17;False
1.52;36.31;41.21;bicicleta;1669.75;True
2.82;10.35;12.48;bicicleta;630.93;False
2.97;-4.65;22.08;caminar;488.90;False
4.13;18.91;56.61;bus;775.90;False
2.20;6.07;67.01;caminar;141.45;False
0.76;3.30;54.67;caminar;-530.23;False
1.90;24.08;11.30;bicicleta;217.46;False
3.44;3.96;57.72;caminar;247.38;False
3.62;3.22;37.37;bus;148.57;False
3.25;6.49;32.31;bus;-278.92;False
2.97;25.24;22.48;bicicleta;553.10;False
5.41;31.34;91.94;auto;2061.49;True
2.44;28.59;32.69;auto;517.34;True
2.99;5.90;42.68;bicicleta;249.09;False
1.79;26.47;22.95;bus;808.17;False
5.12;14.28;0.08;bus;140.79;False
3.62;4.73;27.22;bus;549.67;False
1.49;6.52;58.04;auto;;False
3.48;11.63;55.51;caminar;404.97;False
3.61;15.34;79.42;caminar;702.16;False
5.23;4.11;62.83;bicicleta;29.04;False
2.31;9.55;44.54;bicicleta;-41.02;False
1.62;17.66;24.50;bicicleta;774.04;False
2.79;5.04;56.72;bicicleta;-10.27;False
3.41;-18.79;36.68;caminar;-318.64;False
3.90;13.46;48.01;bicicleta;663.69;False
2.52;9.07;50.10;teletrabajo;-38.39;False
2.94;18.96;51.35;bus;769.77;True
2.78;2.62;28.68;bicicleta;-811.25;False
4.56;86.26;-32.36;auto;235.66;False
4.91;6.75;44.16;bicicleta;340.77;False
4.44;-0.68;49.48;caminar;-357.91;False
2.49;11.10;19.89;bicicleta;628.43;False
3.38;-5.99;20.09;caminar;-301.84;
2.56;2.19;34.35;bicicleta;-482.22;False
3.11;10.20;56.43;bus;717.92;False
4.18;18.33;63.30;bicicleta;308.79;False
1.88;19.58;58.25;bus;1027.66;False
3.17;13.98;42.97;bicicleta;565.56;False
1.89;0.06;44.17;bicicleta;362.89;False
3.72;19.43;28.74;bus;803.73;True
;37.42;22.08;bicicleta;-167.12;False
0.46;19.62;22.09;caminar;162.95;False
5.02;20.72;104.29;teletrabajo;2001.36;True
3.20;29.16;48.95;bus;1078.49;True
1.06;23.38;20.71;bicicleta;452.43;False
2.70;5.71;63.68;caminar;757.08;False
3.28;12.17;40.10;bicicleta;659.87;True
8.70;-7.15;47.62;bicicleta;824.44;False
2.60;25.62;79.60;caminar;2063.85;True
3.06;1.11;73.25;bicicleta;-229.55;False
2.38;29.60;61.13;bus;1905.79;True
4.26;-5.38;23.67;bicicleta;105.76;False
2.39;10.31;39.70;caminar;227.30;False
4.26;38.22;-0.93;bus;34.80;False
2.12;19.02;72.67;bicicleta;1290.63;True
;19.52;87.05;bicicleta;1745.71;True
5.20;1.40;49.17;auto;428.90;False
5.42;25.32;68.11;bicicleta;467.38;True
4.89;1.80;62.26;caminar;47.53;False
6.81;44.58;82.25;auto;2646.50;True
1.83;11.76;32.08;bicicleta;835.62;False
3.09;;43.35;bicicleta;499.95;True
2.06;-4.25;40.10;caminar;-170.63;False
1.57;18.43;23.18;bus;498.65;False
3.71;19.22;49.33;bicicleta;772.01;True
3.40;21.38;80.26;bus;840.58;True
1.87;18.44;60.30;bicicleta;1398.49;True
4.03;4.92;96.16;bicicleta;174.50;False
4.11;18.87;54.08;bicicleta;549.80;True
3.44;16.94;46.39;caminar;-87.82;False
2.11;28.54;23.38;bicicleta;-52.35;False
2.19;19.57;44.99;bicicleta;283.55;False
2.88;12.43;29.29;bus;433.18;False
3.72;24.08;35.61;bus;1990.69;True
2.42;10.22;51.45;bus;496.31;False
4.12;9.96;27.34;caminar;-220.62;False
3.05;11.66;31.05;bicicleta;814.72;False
3.08;21.60;70.33;bicicleta;2000.34;True
;14.79;23.70;caminar;31.73;False
1.37;17.46;47.15;bicicleta;513.19;False
0.41;18.33;51.11;bus;1064.17;
2.37;16.37;43.66;bicicleta;763.29;True
3.04;32.31;47.10;;1014.43;True
3.96;18.71;3.80;bicicleta;93.00;False
