viajes;distancia;tiempo;modo_transporte;congestion;alta_congestion
1.25;12.82;44.80;bicicleta;134.36;False
0.82;7.82;19.38;otro;-134.62;False
1.38;1.56;41.68;caminar;-135.21;False
1.78;32.75;;bus;1034.82;True
2.54;1.95;8.38;bicicleta;-57.27;False
3.95;-6.94;39.23;caminar;-72.42;False
1.54;17.00;29.78;bus;666.25;False
2.49;9.74;41.97;bicicleta;71.87;False
4.11;5.16;31.62;;-249.49;False
1.19;3.98;57.13;caminar;-240.38;False
3.17;30.36;27.58;bicicleta;1251.26;False
3.89;27.50;54.50;bicicleta;1347.12;True
4.64;25.92;53.83;bicicleta;1257.24;True
2.89;14.52;70.04;bus;1198.29;True
2.58;18.74;56.92;bicicleta;365.74;False
1.58;;15.62;caminar;216.84;False
2.34;13.85;36.72;bus;506.95;False
1.74;2.84;18.48;bicicleta;415.83;False
1.43;1.15;76.39;bicicleta;-124.64;False
7.25;30.26;12.66;bus;899.47;False
4.27;25.61;56.42;bus;1472.57;True
2.85;18.88;52.75;bicicleta;664.43;False
2.63;25.80;51.64;bus;1496.67;True
3.96;26.10;55.84;bicicleta;386.41;True
2.13;3.71;56.32;bicicleta;231.93;False
2.65;11.76;18.72;bus;348.44;False
3.40;8.44;88.61;bicicleta;-579.18;False
3.00;-8.43;46.77;caminar;-463.59;False
2.65;25.75;26.20;bicicleta;576.52;False
3.23;25.38;62.62;bicicleta;1586.57;True
3.66;22.01;75.04;bicicleta;1784.46;True
7.26;19.01;67.67;caminar;-84.93;False
5.28;31.63;58.73;bicicleta;1575.55;True
1.10;21.96;61.87;bicicleta;756.81;True
1.82;20.94;49.95;bus;1208.65;True
3.06;14.39;36.88;bicicleta;151.52;False
3.76;9.41;42.94;scooter;248.00;False
3.20;14.34;55.93;auto;1616.71;True
3.55;18.80;60.64;bus;1069.41;True
2.40;18.89;79.41;bus;874.54;True
3.91;16.77;30.15;bicicleta;844.05;True
3.34;14.69;65.84;bus;1819.53;True
4.96;12.27;38.76;bus;-556.71;False
7.63;14.14;110.46;bicicleta;332.56;False
4.98;8.84;26.68;bicicleta;1141.64;False
2.69;22.87;45.83;bus;1024.27;False
4.33;6.78;71.95;caminar;584.36;False
2.77;23.14;102.71;auto;2231.57;True
2.12;9.18;34.01;bicicleta;277.18;False
3.81;46.56;20.67;auto;492.84;True
4.01;21.50;57.22;bus;891.95;True
3.44;4.69;30.18;bus;215.76;False
1.97;6.52;58.82;auto;459.84;False
12.46;29.11;191.06;caminar;1276.12;False
2.58;17.47;59.41;bus;643.74;False
3.18;13.38;61.29;bicicleta;334.01;False
1.89;5.47;23.95;caminar;92.16;False
2.67;16.08;64.40;bus;539.66;True
5.00;11.36;49.47;bicicleta;728.47;False
3.30;13.57;38.17;caminar;-155.68;False
6.30;30.37;86.31;auto;1808.32;True
2.94;18.64;70.58;auto;2725.15;True
2.81;13.02;41.16;bicicleta;893.01;True
4.81;28.48;53.60;bus;1423.76;True
6.76;15.53;88.79;bus;2049.34;True
4.16;9.11;35.52;caminar;526.83;False
4.08;10.90;63.59;bicicleta;1243.29;True
3.73;4.26;35.76;metro;-343.89;False
1.05;5.45;46.04;auto;222.20;False
3.52;15.46;19.25;auto;537.03;False
2.63;20.75;41.47;bicicleta;832.48;True
2.83;22.03;11.45;bicicleta;-259.34;False
;11.98;43.33;bus;951.04;True
3.26;1.33;55.59;bicicleta;126.40;False
2.64;4.95;28.70;caminar;-33.75;False
6.94;36.59;253.86;bicicleta;3152.34;True
0.46;13.80;46.10;bicicleta;870.35;True
4.64;4.81;53.42;caminar;452.41;False
2.84;33.29;5.39;auto;1224.36;False
3.24;3.06;60.06;teletrabajo;467.27;False
3.50;26.09;22.11;auto;511.11;True
3.07;-5.71;55.41;bicicleta;110.12;False
3.98;6.57;31.71;caminar;126.66;False
3.18;17.40;35.62;bus;719.09;True
2.49;11.61;24.41;bus;373.30;False
3.51;25.59;66.54;bicicleta;1483.95;True
0.12;16.31;20.85;bicicleta;210.78;False
1.85;37.39;46.90;auto;1989.11;True
3.70;16.77;38.24;bicicleta;316.21;False
4.01;6.20;42.19;bicicleta;363.20;False
3.19;15.05;60.02;bicicleta;733.72;False
0.73;8.26;32.13;bicicleta;630.09;False
2.32;;65.72;caminar;430.11;False
4.14;8.91;41.27;bicicleta;894.88;False
1.13;3.35;37.28;caminar;221.39;False
3.08;32.95;50.27;auto;702.40;True
3.97;2.09;10.19;bicicleta;-29.31;False
2.79;;102.55;bus;1323.27;True
3.70;22.40;75.01;bicicleta;889.02;True
2.93;19.06;51.31;bus;997.18;False
3.19;11.65;31.29;bicicleta;440.30;False
4.10;3.37;36.31;bicicleta;-15.25;False
3.74;10.24;29.83;bicicleta;480.47;False
3.59;12.67;58.55;bicicleta;401.33;False
4.30;13.14;34.54;bus;260.62;False
2.63;3.65;80.59;caminar;729.30;False
2.93;27.40;72.64;bicicleta;1053.43;True
3.29;3.60;16.61;bicicleta;283.11;False
5.18;25.07;53.76;auto;1967.23;True
3.19;-11.32;62.06;scooter;-656.38;False
4.32;14.11;8.52;bicicleta;71.64;False
10.08;22.04;178.12;bus;1922.35;True
4.13;10.70;59.97;bus;539.39;False
10.18;38.41;73.20;bicicleta;;False
3.69;10.11;44.22;bicicleta;443.60;False
2.21;17.83;45.75;bus;330.24;False
1.76;8.33;73.54;caminar;243.54;False
4.66;24.95;6.36;bus;908.15;False
3.73;6.71;28.68;caminar;575.62;False
2.12;21.13;59.24;caminar;822.07;False
2.34;20.81;80.33;bus;2502.66;True
2.52;2.30;63.04;caminar;-378.40;False
2.15;27.44;41.86;bus;755.21;False
2.93;17.70;10.80;bus;422.37;False
2.52;30.82;39.03;auto;1134.03;True
3.37;21.12;15.93;auto;606.10;False
0.55;0.66;67.64;caminar;-363.93;False
3.17;37.61;52.48;bicicleta;1343.91;True
2.31;-2.18;56.69;caminar;440.64;False
4.69;17.70;56.97;bicicleta;950.28;False
7.17;77.31;156.36;bus;2522.02;True
1.67;2.50;21.92;caminar;327.10;False
5.62;27.96;54.82;bus;1224.80;True
5.63;4.63;78.66;caminar;809.67;False
4.21;32.86;38.35;auto;1096.68;True
3.10;14.96;60.00;bicicleta;794.75;False
1.58;23.52;63.37;bicicleta;633.22;True
2.52;9.88;21.32;bus;373.81;False
6.03;25.67;65.22;bicicleta;1343.28;False
4.08;2.49;102.53;bicicleta;276.25;False
1.58;17.78;83.09;caminar;724.02;False
3.84;10.02;15.91;bicicleta;640.38;False
2.61;8.32;63.74;bicicleta;482.07;False
4.06;15.98;59.46;bus;928.04;True
4.25;34.96;52.60;auto;1056.80;True
1.90;1.36;29.60;caminar;58.10;False
3.54;36.71;44.34;bicicleta;829.49;True
1.94;10.17;49.45;bicicleta;765.23;False
2.66;9.68;84.20;bicicleta;935.32;True
3.92;7.16;34.90;bicicleta;968.76;False
5.69;34.35;17.36;auto;626.87;True
2.92;17.34;75.34;bicicleta;820.35;True
2.99;21.71;47.14;bicicleta;807.24;True
0.54;22.88;38.07;bus;-55.66;False
11.21;0.06;89.83;;-1087.01;False
2.71;28.89;47.92;auto;779.90;True
3.48;9.03;54.23;caminar;737.68;False
4.54;7.99;121.74;caminar;-201.78;False
3.56;8.48;14.51;bus;-304.29;False
3.22;10.96;37.15;bus;294.01;False
3.22;24.79;63.69;auto;1320.15;True
4.93;8.91;73.97;bus;664.20;False
2.67;14.80;69.79;bicicleta;573.75;False
2.24;4.84;24.84;auto;38.86;False
3.75;13.31;51.92;bicicleta;472.56;
3.86;-0.34;72.30;bicicleta;-465.31;False
2.18;18.53;67.81;bus;467.61;False
1.81;29.36;51.67;auto;2121.32;True
3.08;21.49;32.09;bicicleta;248.05;False
11.14;52.46;110.42;bicicleta;2695.89;True
1.69;31.81;47.28;bus;1058.61;True
2.95;18.76;61.53;bus;1141.82;True
3.40;7.71;44.86;otro;452.69;False
3.98;10.05;39.24;bicicleta;372.17;False
2.95;21.55;11.20;bicicleta;704.17;False
3.81;5.97;55.14;caminar;-76.35;False
3.26;40.78;50.80;bus;2321.11;True
1.93;15.93;46.13;auto;760.31;False
2.45;24.88;33.43;bus;1240.70;True
1.59;12.18;63.64;bus;;True
5.05;13.32;56.60;bicicleta;628.30;True
4.08;18.79;67.01;bicicleta;909.56;False
0.99;28.77;58.97;bus;1394.37;True
3.13;45.76;15.19;auto;268.54;False
2.93;11.53;41.92;caminar;-287.12;False
3.75;16.57;8.91;bicicleta;-23.85;False
3.21;14.76;32.85;bicicleta;1072.63;True
2.78;-3.38;54.42;caminar;279.30;False
5.35;1.83;77.20;caminar;-482.35;False
9.95;57.15;149.78;bus;1285.21;True
2.72;21.06;45.76;bus;475.44;False
2.74;10.76;43.17;bus;653.08;False
3.72;18.03;58.05;bus;1362.93;True
3.09;7.08;89.45;bicicleta;1159.29;True
3.50;1.38;53.75;bicicleta;-174.40;False
1.86;-1.87;66.93;bicicleta;89.61;False
0.93;-3.32;26.29;caminar;247.69;
0.75;15.25;81.94;bus;1489.27;True
2.25;13.36;36.86;bicicleta;284.78;False
3.24;23.36;6.72;auto;74.16;False
1.93;13.25;14.56;bus;563.71;False
1.29;12.79;7.25;bus;270.91;
2.64;11.72;36.48;bicicleta;967.35;False
4.16;-2.30;72.05;bicicleta;-253.81;False
4.89;21.49;44.87;bicicleta;635.78;True
;15.70;49.85;bicicleta;1109.90;False
3.58;9.03;3.44;caminar;-70.30;False
2.57;13.86;65.49;bicicleta;886.03;False
2.56;17.14;53.42;bicicleta;1714.36;True
3.49;7.81;20.67;bicicleta;542.98;False
;11.08;38.93;bicicleta;341.34;False
2.84;13.74;62.04;bus;;True
3.28;8.53;28.94;bus;820.51;False
5.67;23.58;155.96;auto;1543.42;True
2.37;13.24;48.14;bus;264.20;False
4.10;28.79;34.40;auto;1391.81;True
3.37;14.67;27.76;bus;282.94;False
5.10;-6.00;-3.88;bicicleta;672.31;False
2.72;23.48;53.88;bus;1031.96;True
3.95;6.46;35.95;caminar;-117.31;False
3.07;6.56;10.53;auto;320.07;False
2.26;20.37;24.54;bicicleta;-245.94;False
1.39;42.07;30.21;auto;1644.39;True
2.00;20.93;55.12;bus;1675.04;
1.58;31.77;20.36;bus;1432.62;True
2.48;13.46;63.76;caminar;429.77;True
4.65;18.35;74.89;bicicleta;1803.79;True
2.85;29.50;51.76;bus;2456.91;True
3.00;22.71;87.41;auto;2028.17;True
1.61;7.24;48.91;bus;1337.32;True
2.86;8.05;60.11;caminar;325.70;False
0.75;6.77;24.81;caminar;-214.57;False
3.52;13.83;0.18;bus;-113.94;False
8.45;65.84;104.22;bus;2281.07;True
1.33;16.68;27.23;bus;-102.24;False
4.13;25.46;17.58;bus;647.69;False
3.46;4.89;39.41;caminar;539.10;False
3.87;11.17;60.99;bicicleta;614.38;False
3.48;11.77;54.44;bicicleta;1731.49;True
2.35;17.09;32.49;bus;802.85;False
2.87;9.52;36.89;bus;282.35;False
2.74;14.25;33.42;caminar;166.38;False
3.27;-1.83;63.46;bicicleta;86.72;False
3.84;12.09;53.00;bicicleta;-170.53;False
4.26;6.09;30.66;bicicleta;389.15;False
4.17;17.27;81.08;bicicleta;;True
5.16;17.07;94.10;bus;1554.72;True
4.10;31.43;19.49;auto;1503.64;True
3.76;7.77;18.75;caminar;232.38;False
2.07;18.62;36.92;bicicleta;585.86;True
6.73;25.84;64.50;bus;-583.49;False
2.01;6.01;52.67;bicicleta;875.97;False
5.01;7.35;7.94;bus;335.15;False
4.42;8.14;23.11;caminar;-41.07;False
2.81;15.15;38.38;bicicleta;454.13;False
-2.17;24.77;149.44;bus;1139.66;False
2.87;19.39;32.57;bicicleta;642.95;False
3.33;14.15;49.63;caminar;498.38;False
2.71;-3.82;14.59;caminar;-257.92;False
2.64;10.43;39.28;auto;42.11;False
3.05;23.86;;bicicleta;850.57;False
4.64;17.00;22.95;bicicleta;583.29;False
2.33;13.27;4.93;bicicleta;-22.89;False
3.14;25.44;90.28;auto;2389.25;True
2.74;12.30;58.14;bicicleta;244.93;False
3.27;25.47;47.35;bicicleta;1750.16;True
3.67;8.50;41.60;bicicleta;970.66;False
5.01;15.56;61.84;bus;1564.71;True
3.65;31.52;4.21;bicicleta;721.86;False
3.43;24.24;81.05;bus;2076.07;True
3.85;14.53;33.48;bicicleta;476.68;False
1.89;19.00;32.65;bicicleta;417.35;False
1.81;-2.58;26.39;caminar;23.34;False
1.56;26.34;26.72;bicicleta;618.32;False
2.34;1.05;16.49;bicicleta;-213.87;False
3.60;37.73;75.24;bus;2755.03;True
3.79;12.64;42.75;bus;481.83;False
1.52;19.40;36.62;bicicleta;607.65;False
2.67;-16.04;96.22;bus;-349.00;False
2.81;27.03;77.43;bus;2175.44;True
3.81;23.17;18.13;bus;646.97;False
4.71;19.58;70.10;bicicleta;752.79;True
6.08;15.13;34.33;bus;283.52;False
9.49;24.93;100.13;bicicleta;1469.04;False
4.73;37.45;26.71;bus;710.14;True
2.46;25.52;50.46;bicicleta;412.43;False
2.30;16.41;28.62;caminar;273.95;False
3.34;26.16;39.01;otro;1007.53;True
5.67;-15.37;29.62;caminar;-232.62;False
3.05;10.03;43.55;bus;711.88;False
4.57;7.79;53.93;bicicleta;662.73;False
2.76;16.77;54.41;bus;417.78;False
3.52;24.88;84.89;scooter;1433.54;True
2.42;21.50;73.43;bus;1795.78;True
2.91;14.01;62.01;bicicleta;449.22;
3.07;18.35;30.67;bus;389.78;False
1.66;16.11;21.03;bus;579.20;False
1.31;27.81;57.78;bus;1213.63;True
1.40;18.06;58.35;auto;1276.72;True
3.40;-6.64;18.85;bicicleta;293.63;False
2.48;21.80;55.08;bus;773.15;True
5.27;14.18;16.24;bus;149.86;False
2.51;35.88;;auto;1176.29;True
3.46;4.54;18.61;scooter;-313.88;False
1.58;-2.04;46.82;bicicleta;92.36;False
3.74;0.88;56.84;bicicleta;969.69;False
3.97;25.40;24.72;bus;398.40;False
3.15;26.31;-28.72;bus;;False
3.40;6.24;95.30;metro;947.71;False
2.91;15.01;40.10;bus;779.49;False
2.58;9.99;21.14;bus;298.69;False
4.01;20.27;17.81;bus;254.33;False
3.14;5.06;65.22;bicicleta;153.73;False
4.53;0.76;57.74;bicicleta;645.35;False
0.73;14.28;32.13;auto;584.77;False
8.58;30.65;162.15;bus;1594.70;False
3.88;12.87;53.14;caminar;435.03;False
3.71;9.13;56.54;bicicleta;-77.43;False
1.37;17.63;56.06;bicicleta;1617.54;True
8.06;51.35;105.52;bus;1812.75;True
2.50;7.28;27.25;caminar;-288.52;False
4.84;-5.73;67.56;caminar;-21.97;False
8.14;38.88;144.31;bicicleta;1346.64;False
2.78;19.42;33.40;bicicleta;1026.51;True
2.93;-5.71;54.99;caminar;210.30;False
4.13;24.83;35.28;bicicleta;906.07;True
5.41;3.52;7.18;caminar;17.97;False
4.41;16.56;18.06;bus;415.97;False
4.52;9.45;46.70;bicicleta;563.71;False
3.22;10.46;38.15;bicicleta;809.41;False
0.15;36.95;33.47;bus;588.45;False
3.03;4.79;12.92;caminar;-83.61;False
2.08;36.03;15.29;bus;925.11;False
4.47;11.76;37.13;bus;505.52;False
5.76;8.44;74.62;bus;1219.74;True
4.33;7.46;23.64;bicicleta;304.17;False
2.04;18.08;69.81;bicicleta;1487.66;True
1.98;38.74;4.86;auto;888.46;False
3.62;11.63;64.28;auto;967.60;False
3.56;19.40;18.09;bus;495.23;False
3.74;29.33;53.56;bus;697.14;True
1.36;5.72;43.68;caminar;-192.33;False
3.51;8.66;58.83;bicicleta;426.98;False
1.00;31.30;59.18;auto;1086.73;True
5.61;21.37;39.22;;638.23;True
2.20;2.76;76.72;bicicleta;735.20;False
2.56;21.90;0.69;bus;296.08;False
3.23;-0.21;24.74;bicicleta;-110.82;False
4.21;36.49;42.23;auto;1016.65;True
2.15;-12.91;;bicicleta;126.65;False
1.62;8.60;71.26;caminar;530.93;False
4.31;26.14;33.49;bicicleta;1358.05;False
4.43;-1.98;59.94;bicicleta;433.88;False
1.61;25.53;34.26;bus;1122.15;False
3.75;21.58;36.24;bicicleta;582.54;False
3.81;6.72;80.41;caminar;242.18;False
1.98;14.38;14.17;bicicleta;298.40;False
9.66;50.18;140.95;bicicleta;2458.89;True
1.47;20.77;82.28;bus;1989.95;True
4.08;24.64;15.40;auto;344.24;False
4.08;8.90;43.10;bicicleta;133.11;False
2.73;-3.13;62.39;bicicleta;164.22;False
2.96;26.24;35.67;bus;822.79;True
3.79;17.23;53.09;bus;1143.32;True
3.13;12.84;91.32;bicicleta;970.66;True
0.63;8.88;62.27;bicicleta;939.02;False
4.15;24.52;83.71;bus;1661.24;True
4.73;4.80;20.76;bus;491.40;False
3.36;22.99;44.89;bus;1131.60;True
5.41;23.43;23.12;auto;408.79;False
2.24;17.58;36.48;scooter;701.37;False
3.31;9.89;57.39;caminar;-55.69;False
1.82;21.25;39.21;bus;714.26;True
2.40;33.64;25.69;auto;983.22;True
1.70;28.28;34.84;bus;999.14;True
2.63;13.56;7.84;bicicleta;331.03;False
4.20;-1.02;34.56;bicicleta;-197.37;False
3.79;0.65;56.20;bus;1064.41;True
0.21;11.26;0.29;bus;506.48;False
3.39;29.66;49.77;teletrabajo;1273.91;True
4.79;14.35;88.92;bicicleta;1773.58;True
2.78;29.22;33.94;bicicleta;548.14;False
3.45;3.88;30.33;caminar;646.06;False
5.33;16.49;59.83;bus;1110.95;True
3.80;-13.00;90.73;bicicleta;-948.36;False
2.03;10.99;34.93;bus;457.65;False
3.10;14.47;49.91;caminar;319.11;False
3.40;29.61;26.07;auto;650.20;False
2.32;18.93;42.54;bicicleta;1225.55;True
3.71;19.38;26.84;bus;447.40;False
3.17;2.11;59.46;bicicleta;-351.42;False
3.15;19.20;45.68;bicicleta;600.97;False
