frecuencia;gasto;visitas;devoluciones;satisfaccion_cliente;valor_cliente;cliente_premium
2.46;82.68;31.86;1.41;1.38;2.78;False
9.38;99.12;20.26;4.67;0.64;643.75;True
5.40;55.59;61.66;2.26;0.87;54.47;False
4.69;35.66;32.91;3.17;0.67;-48.77;False
2.64;27.82;8.09;0.06;1.22;-68.75;False
8.59;75.88;55.09;4.89;1.36;301.13;True
6.78;65.72;55.38;5.37;1.80;275.02;False
0.31;17.04;34.45;2.33;0.77;;False
5.74;74.63;17.54;3.02;1.18;439.21;False
4.01;50.51;47.46;2.30;1.86;93.07;False
3.17;72.13;63.82;5.53;1.66;67.45;False
4.08;;26.82;-1.34;;13.36;False
6.99;70.53;72.45;-0.10;2.32;260.27;False
7.64;93.05;66.58;;1.02;406.84;True
3.61;135.68;38.81;1.22;1.51;427.57;False
6.17;14.62;27.44;2.86;1.25;69.85;False
0.14;45.57;53.32;0.56;0.34;-3.80;False
5.55;106.31;36.66;0.11;1.94;573.47;True
6.83;110.85;26.16;3.36;1.17;604.05;False
6.62;77.83;5.04;3.05;2.24;585.97;True
5.25;51.63;34.61;1.59;2.15;245.01;False
4.03;94.75;52.97;4.63;1.49;96.36;False
2.64;16.50;24.13;1.91;0.76;-5.04;False
-0.21;42.36;47.57;0.21;1.62;27.30;False
7.38;-4.32;17.04;3.24;1.20;50.99;False
6.07;52.33;35.27;4.35;1.97;273.85;False
6.49;;52.12;0.54;1.50;517.04;True
5.08;63.33;21.43;1.75;1.79;269.55;False
6.31;115.96;6.99;0.59;1.38;750.05;True
2.31;54.81;20.81;3.79;1.19;116.76;False
3.01;76.33;40.46;1.56;2.31;182.20;False
6.06;66.56;60.15;0.43;1.76;277.49;True
4.12;100.55;21.94;2.57;1.69;223.59;False
6.87;37.99;0.15;1.17;0.97;446.58;True
6.82;44.36;2.50;0.95;1.39;283.64;True
5.77;91.19;71.31;3.23;;556.61;False
5.55;44.21;20.20;1.08;1.11;249.40;False
3.73;98.21;9.99;2.25;1.57;442.18;False
5.29;-33.76;39.02;2.09;0.59;-106.57;False
10.78;28.85;61.90;1.88;1.65;332.21;True
5.77;52.51;38.17;1.18;1.49;88.95;False
7.09;102.36;74.01;3.00;0.66;745.39;True
2.38;56.95;11.95;2.66;1.06;281.45;False
4.83;58.09;51.28;3.98;0.75;368.83;False
3.71;33.46;15.93;3.92;1.57;158.15;False
2.88;86.66;82.27;4.41;1.79;271.94;False
1.86;49.83;53.85;1.93;1.20;129.14;False
3.72;62.47;83.71;0.26;3.99;637.20;
12.54;252.42;64.53;0.78;5.00;1251.94;True
1.89;137.03;43.41;0.94;1.63;134.08;False
3.32;102.14;38.63;2.41;0.82;151.85;False
3.08;91.56;33.72;1.18;1.12;201.11;False
6.42;;78.13;2.05;2.34;491.61;True
5.13;80.57;5.75;4.80;0.39;412.19;True
4.99;71.26;19.90;1.75;1.34;567.64;True
0.93;53.22;11.06;2.69;0.56;106.74;False
3.00;92.76;41.65;0.71;1.88;257.89;True
4.19;58.13;32.20;0.89;0.74;447.55;False
4.90;79.21;62.11;1.66;0.92;562.82;True
4.73;4.14;43.05;0.93;1.20;59.02;False
3.45;44.94;38.11;0.55;2.96;210.48;False
3.76;86.46;42.06;0.67;3.07;145.17;False
6.44;32.56;59.38;3.29;0.97;127.00;False
7.29;96.20;58.95;0.55;1.19;525.47;True
6.47;-13.78;44.92;1.94;0.59;-20.05;False
3.22;82.50;14.32;1.62;1.22;579.97;True
3.24;43.54;14.89;1.27;1.34;123.19;False
7.70;72.63;75.25;1.46;0.82;572.87;False
5.75;131.27;45.99;0.98;2.41;375.77;True
5.94;70.69;56.77;4.61;1.50;165.22;False
4.43;87.37;42.31;1.12;2.47;690.24;True
7.69;68.05;14.24;1.01;1.55;579.85;True
7.93;105.76;17.48;2.22;0.80;828.16;True
1.57;88.48;36.71;0.36;1.14;31.16;False
5.73;53.77;41.88;7.10;0.58;320.06;False
10.29;122.94;51.91;2.58;1.03;767.47;True
6.35;87.62;32.60;;1.46;367.97;False
5.29;76.44;51.97;3.03;1.18;317.08;False
;110.15;57.83;2.52;2.79;792.20;True
3.76;70.41;51.96;0.61;1.17;334.69;False
1.83;33.63;20.61;1.02;1.23;135.33;False
3.42;125.29;-15.00;4.32;1.16;399.99;True
2.51;80.11;63.47;2.09;0.97;194.66;False
6.43;16.24;49.78;0.84;1.63;143.53;False
7.36;4.09;30.29;2.21;0.85;-117.43;False
4.02;70.59;37.78;0.71;0.94;251.01;False
-1.11;40.93;61.88;2.11;2.01;-92.67;False
5.11;107.65;70.05;0.15;2.85;416.33;True
4.02;32.19;16.95;-0.17;2.74;114.36;False
2.40;16.93;10.70;1.75;0.80;-2.38;False
6.51;67.71;90.13;4.17;1.31;420.42;False
7.55;7.40;;1.31;0.95;75.23;False
5.98;56.10;60.65;5.16;0.83;436.60;True
5.03;55.10;-2.42;0.15;1.12;309.94;False
7.40;59.64;34.18;2.19;0.86;353.10;True
4.37;35.67;18.07;3.12;0.73;101.02;False
6.53;130.93;132.72;3.84;2.18;104.98;False
4.33;44.49;51.13;1.19;0.28;270.52;False
5.60;41.70;59.26;0.84;0.31;88.74;False
4.42;74.76;52.87;1.95;0.96;362.77;True
7.57;91.07;28.28;1.24;0.58;539.15;True
5.74;43.88;12.84;2.11;2.27;244.19;False
5.73;53.78;22.83;0.39;1.44;238.87;False
;47.17;40.96;1.31;1.11;465.31;True
6.65;98.10;25.95;1.30;0.33;747.46;True
5.06;;23.22;3.11;0.50;239.62;True
4.41;25.35;43.75;0.86;1.50;381.46;False
3.99;85.85;50.29;1.21;1.96;251.68;False
5.29;-9.77;86.08;3.12;0.35;-210.41;False
2.93;155.97;23.49;1.07;4.10;309.37;False
1.13;27.52;58.09;-0.53;0.93;82.56;False
9.58;53.80;42.27;1.39;2.83;572.39;True
8.83;21.05;79.98;0.20;1.60;390.22;False
5.98;-8.37;27.73;0.45;1.08;128.23;False
5.99;126.42;29.67;0.98;1.59;517.84;True
5.11;19.91;20.19;0.87;1.05;235.79;False
4.10;57.17;2.11;0.28;1.03;168.55;False
0.53;79.96;41.55;2.53;2.11;90.47;False
2.39;99.28;46.92;-0.34;2.64;202.46;False
1.91;101.91;38.62;4.68;1.54;244.82;False
6.04;84.69;-2.11;0.12;1.63;446.70;True
8.88;11.93;56.51;0.05;1.22;39.51;False
1.51;32.04;78.95;2.95;0.56;79.62;False
5.50;10.25;54.91;-0.54;1.53;310.56;False
6.62;76.34;41.10;-0.27;1.47;489.88;True
0.23;57.79;36.23;2.69;1.57;65.14;False
1.04;84.35;73.34;-0.45;2.84;304.89;False
5.47;27.32;59.84;3.46;0.51;300.24;False
8.02;21.31;44.76;1.34;0.97;159.47;False
7.93;19.86;39.98;2.74;;271.60;False
6.12;73.93;28.41;2.96;1.31;464.76;True
1.44;23.72;38.62;0.43;2.26;218.24;False
4.09;108.64;66.79;1.37;1.72;554.58;True
4.91;27.81;42.52;0.32;0.79;297.64;False
0.41;17.29;53.02;0.53;1.05;-72.34;False
6.51;42.64;66.63;2.74;1.02;393.73;False
6.76;19.32;47.79;2.03;1.29;129.70;False
4.25;93.48;57.61;1.24;2.42;277.66;True
13.63;102.46;131.12;9.24;2.04;680.81;False
0.77;36.37;42.04;1.70;0.36;244.67;False
5.80;72.69;34.07;1.60;1.21;618.81;
4.10;21.78;52.64;0.65;0.45;-52.86;False
5.53;23.96;14.31;0.28;0.69;120.90;False
7.59;49.52;23.57;0.97;1.11;131.66;False
1.73;62.13;56.45;0.10;2.28;62.22;False
4.59;78.80;37.54;1.80;2.33;260.58;False
5.71;60.15;37.66;4.95;0.72;423.97;False
1.46;63.23;58.15;1.80;0.86;196.71;False
7.38;62.84;79.16;2.61;1.87;388.14;True
3.75;107.66;40.49;1.63;1.76;312.64;True
6.78;45.18;58.87;2.81;1.37;344.49;False
3.47;57.85;62.52;0.56;1.23;51.46;False
2.51;54.40;40.39;2.13;1.49;11.17;False
;73.49;40.69;6.36;0.43;87.37;False
5.95;30.25;-6.79;;1.28;332.50;False
3.79;66.90;29.46;0.54;0.65;145.92;False
4.79;41.46;24.79;1.82;1.16;122.98;False
6.32;59.25;21.70;3.00;0.91;404.46;False
7.87;129.47;23.27;2.74;0.76;1225.78;
5.50;59.40;38.72;3.15;1.41;371.74;False
9.25;106.53;163.46;1.85;4.14;296.51;False
3.13;111.85;33.01;3.77;;221.11;False
3.66;19.21;49.71;1.24;2.80;-44.79;False
4.65;69.01;57.84;0.20;1.65;324.96;
7.46;45.16;40.14;0.15;2.46;452.22;False
7.78;303.52;11.70;5.18;6.30;1171.83;True
12.44;185.49;83.92;5.03;4.05;1285.15;True
6.05;116.84;58.24;5.13;1.69;630.84;True
6.38;51.20;35.85;1.44;0.44;573.50;True
5.88;59.03;92.82;5.06;1.03;443.27;True
1.43;45.94;-11.15;-0.32;0.74;78.50;False
4.14;61.63;2.55;0.35;0.68;119.97;False
3.50;80.71;22.13;2.26;0.48;238.61;False
7.28;110.35;46.97;2.37;1.42;662.25;True
13.76;-31.72;152.58;1.83;4.06;464.40;False
4.83;129.15;49.78;1.23;1.85;616.21;True
5.36;54.96;50.71;0.79;2.43;549.83;True
6.15;88.53;70.53;0.93;1.15;296.40;False
3.18;262.52;101.78;8.20;4.84;488.69;False
4.83;49.13;64.21;2.23;0.82;125.05;False
1.62;59.19;83.81;2.08;2.54;163.94;False
6.17;60.73;43.66;0.32;1.72;206.92;False
6.38;91.36;25.12;0.55;1.26;436.70;True
3.35;15.95;7.31;0.73;1.63;177.20;False
7.74;68.03;62.92;-0.01;3.32;557.85;True
6.54;92.25;20.52;0.78;1.93;425.13;True
5.58;88.49;27.46;1.37;1.03;408.56;True
4.35;25.91;99.50;3.49;1.33;223.85;False
4.44;23.71;45.86;3.84;0.63;95.40;False
1.78;104.00;23.29;2.82;0.90;209.77;False
3.06;95.03;30.72;1.31;0.44;317.97;False
2.67;61.49;25.31;2.00;1.71;258.87;False
6.60;81.61;44.17;4.67;1.68;693.41;True
2.21;51.19;45.04;2.19;1.21;313.15;False
4.96;16.69;58.37;3.65;0.47;74.06;False
6.86;37.38;44.97;0.87;1.69;192.49;False
2.44;28.30;15.74;-0.60;1.11;17.39;False
3.46;52.86;44.75;0.89;0.74;-28.80;False
4.01;63.89;22.41;1.52;1.16;298.43;False
6.62;118.46;41.16;0.07;3.95;503.58;True
4.61;42.68;53.49;2.11;1.13;-24.38;False
7.88;16.10;67.55;5.65;1.26;291.62;False
3.05;73.46;66.00;1.62;1.07;378.06;False
3.08;18.06;33.82;0.27;0.35;-74.51;False
0.10;80.97;45.13;2.36;2.02;104.32;False
4.55;31.55;79.58;1.72;1.33;136.12;False
5.72;47.88;40.77;0.77;1.31;271.01;False
6.23;41.03;;0.80;1.50;236.37;False
5.03;32.19;30.43;2.06;1.19;196.56;False
3.38;69.82;65.15;1.18;0.55;370.82;False
6.65;94.03;67.28;1.57;1.58;315.73;True
5.36;53.86;75.17;2.50;0.80;248.22;False
3.74;42.16;-0.71;1.92;0.75;375.98;False
8.53;136.27;101.16;5.75;1.87;389.53;False
5.79;42.44;47.34;2.83;2.50;254.27;True
2.92;55.63;37.27;0.40;1.52;9.89;False
5.65;66.98;75.94;1.80;2.17;216.52;False
3.22;49.23;27.12;1.10;0.83;-66.97;False
4.57;-4.45;31.41;-0.05;3.01;113.60;False
2.58;80.50;-14.20;0.97;0.99;;False
6.14;44.56;20.19;0.45;1.56;281.41;False
3.00;41.25;17.18;0.73;2.32;100.43;False
3.44;92.18;70.57;1.83;0.96;423.73;True
7.93;91.41;84.24;0.90;1.92;631.83;True
5.94;66.71;30.15;1.43;2.00;419.76;True
6.70;113.81;19.27;0.51;2.56;799.73;True
3.55;122.69;37.18;3.93;1.85;;True
2.81;24.27;29.16;3.35;1.17;100.11;False
4.58;70.79;46.76;0.65;3.03;254.55;False
7.50;76.09;35.86;1.43;0.68;314.60;False
4.10;63.14;25.57;0.89;0.60;326.43;False
4.71;101.72;49.33;0.58;1.47;349.61;True
5.43;78.52;74.00;3.83;1.34;395.26;True
4.30;47.75;-1.43;-0.34;2.61;211.09;False
1.94;105.85;47.69;5.11;1.18;281.41;False
6.02;49.53;36.28;2.19;0.61;219.09;False
4.06;35.59;39.85;0.59;1.15;452.08;False
7.73;85.83;56.42;1.58;2.73;585.16;True
6.49;74.29;63.69;2.23;3.48;495.64;True
6.11;-13.89;79.62;0.46;1.13;-84.05;False
5.83;49.52;39.03;3.09;1.05;312.60;False
4.90;25.97;39.87;1.28;0.67;374.67;False
5.66;57.09;-3.58;;1.79;217.81;False
5.73;94.51;58.30;2.05;1.55;701.31;True
2.89;63.54;70.54;2.36;1.17;157.59;False
4.33;89.84;7.74;5.12;0.69;375.07;False
-2.06;104.04;43.06;2.07;3.69;-87.93;False
7.20;76.65;76.45;3.73;1.25;541.36;True
4.48;64.72;16.48;1.71;0.06;315.22;False
4.77;106.98;62.61;1.52;0.97;368.22;False
7.14;52.33;2.09;-0.87;0.91;336.81;False
6.04;47.37;43.49;1.64;2.17;681.25;True
3.27;142.24;121.21;9.97;2.98;196.67;False
4.41;13.45;55.99;1.80;0.62;168.26;False
6.25;91.09;46.00;4.06;1.00;605.31;True
3.81;107.49;36.97;3.10;1.68;380.17;False
5.02;105.78;15.94;3.15;3.30;351.24;False
3.00;26.86;114.02;3.34;0.70;123.78;False
5.55;123.00;35.58;2.57;2.94;609.83;True
3.25;106.49;25.70;0.62;1.39;498.01;False
10.74;86.10;27.19;2.99;0.83;842.56;True
13.22;177.81;75.08;0.27;6.54;1437.35;True
2.59;51.76;43.08;1.03;2.69;265.50;False
0.74;45.07;56.58;4.14;1.28;101.35;False
2.47;82.07;30.19;1.03;1.63;350.95;False
3.77;87.63;53.99;1.45;0.76;319.29;False
6.34;49.91;41.13;3.80;1.39;409.45;False
2.37;47.73;49.90;5.41;0.92;76.76;False
5.46;69.98;40.59;2.90;1.07;128.76;False
2.41;73.54;20.91;2.89;0.84;402.91;True
1.84;51.21;48.87;3.48;1.56;235.70;False
8.69;65.28;86.72;4.56;0.99;738.59;True
5.64;34.25;60.71;4.03;1.20;177.75;False
6.95;31.91;0.77;0.75;1.99;503.22;False
10.10;-14.29;74.44;2.96;1.69;-34.91;False
1.87;97.12;49.51;0.18;1.45;129.13;False
8.62;-7.10;55.21;2.26;0.89;;False
7.68;36.47;0.51;1.16;1.31;418.40;True
7.29;76.27;25.46;2.03;1.93;568.03;True
7.11;65.20;21.95;-1.13;2.23;443.03;False
0.57;23.68;18.34;1.03;0.65;-25.94;False
4.39;72.31;81.75;0.14;2.36;536.78;True
3.09;116.73;23.65;0.27;2.65;489.64;True
6.26;105.71;7.92;1.86;2.49;630.68;True
9.19;72.20;;1.84;1.65;281.75;True
