pm25;no2;trafico;viento;contaminacion;alerta
58.97;39.50;66.56;1.46;142.03;True
43.07;34.90;51.83;2.40;94.87;False
13.20;63.21;78.90;3.28;125.38;False
5.43;49.29;91.52;3.76;125.60;False
55.54;45.00;80.37;1.80;170.97;True
47.82;23.79;96.84;0.99;165.71;False
71.40;188.99;59.00;11.43;207.64;False
69.94;34.83;49.80;0.84;200.26;True
41.68;45.48;68.85;1.00;196.52;True
78.19;44.65;103.22;4.30;139.10;True
74.73;39.37;75.01;2.27;159.51;True
58.48;30.63;77.66;2.40;150.08;True
78.55;32.48;44.89;2.27;136.09;False
15.93;43.18;24.84;3.93;72.89;False
147.47;166.27;137.60;9.53;304.91;True
64.23;36.28;44.53;3.98;182.00;False
46.33;-2.95;61.86;1.87;88.25;False
25.46;34.15;86.86;2.38;164.95;False
41.44;28.24;47.45;1.84;119.78;False
64.95;25.90;64.16;;146.02;False
94.67;15.99;78.81;2.40;179.20;True
108.06;0.96;72.59;1.99;133.38;False
27.77;62.20;39.12;1.78;113.29;False
42.39;39.98;44.78;4.38;87.40;False
55.79;42.87;73.49;4.20;150.87;False
152.70;203.64;207.40;5.08;385.05;True
96.89;31.31;28.95;3.72;133.52;False
39.12;39.22;50.12;3.27;150.14;False
46.88;41.89;99.98;3.13;136.02;True
60.24;46.64;49.38;1.97;154.87;False
22.96;29.19;58.82;2.92;117.50;False
51.26;9.66;49.25;1.35;123.38;False
20.25;16.13;45.66;2.13;99.36;False
41.96;59.38;61.96;1.71;170.73;True
73.97;37.26;42.41;4.01;123.32;False
71.91;140.00;99.15;7.60;230.03;
34.08;28.50;57.41;;125.73;False
107.57;49.63;97.85;3.91;215.62;True
70.81;17.83;72.49;2.41;108.65;False
75.88;38.92;77.74;2.51;171.98;True
36.48;46.69;64.79;4.13;135.97;False
37.27;34.57;40.37;4.80;119.77;False
71.73;23.28;53.77;2.61;133.81;False
64.17;16.92;80.26;2.67;132.44;False
58.41;10.52;40.95;;88.06;False
47.92;39.52;30.21;5.28;85.14;False
69.32;37.94;69.84;2.99;154.94;True
51.36;34.24;50.12;3.21;103.26;False
63.09;54.08;112.97;2.82;194.58;True
-10.80;50.28;92.83;3.57;167.68;False
56.62;41.28;56.28;1.84;162.80;False
52.48;46.28;75.12;1.68;183.21;False
40.04;16.59;50.53;1.74;99.00;False
5.67;49.37;48.94;4.50;77.09;False
48.36;39.30;84.22;4.14;166.76;True
58.93;43.20;62.64;2.55;122.99;False
51.10;50.48;44.50;3.53;124.89;False
60.10;37.82;66.89;4.53;153.87;True
;24.52;81.40;2.75;143.92;True
72.22;36.65;36.06;4.47;166.43;False
20.83;24.41;67.69;3.88;34.09;False
25.72;31.24;49.13;3.46;117.85;False
71.81;53.13;45.66;4.26;160.57;True
43.20;37.48;26.34;2.01;108.25;False
21.89;49.26;43.88;2.59;125.10;False
102.10;148.88;1.25;8.58;158.66;False
39.22;26.40;51.00;2.24;100.67;False
54.78;62.38;77.50;2.28;176.08;True
113.60;37.71;100.03;5.36;225.83;True
35.84;16.21;26.62;3.80;40.84;False
34.43;58.28;96.63;2.53;160.32;True
93.19;28.27;51.33;5.05;139.13;False
48.59;14.49;48.14;2.50;106.22;False
75.43;85.73;120.64;8.36;183.68;False
54.64;13.53;2.31;3.32;39.61;False
27.63;25.09;75.87;1.54;101.83;False
57.63;43.16;87.71;4.76;117.63;False
32.23;28.35;54.90;3.17;106.34;False
86.08;55.59;77.91;5.03;171.75;True
172.57;111.06;66.05;5.66;213.84;False
3.54;55.65;67.92;4.11;131.99;False
69.51;38.32;99.01;-0.55;200.25;True
53.44;13.76;28.52;2.61;68.39;False
45.75;21.19;60.52;3.27;116.28;False
66.74;48.02;37.28;2.20;143.91;False
16.06;50.60;69.00;4.27;81.83;False
62.55;38.89;76.64;3.90;117.17;False
41.25;38.16;62.37;2.00;106.02;False
47.95;38.29;99.34;4.37;139.01;True
45.94;47.74;82.59;0.96;126.38;False
26.67;64.98;27.30;2.90;89.19;False
62.19;33.07;51.89;1.48;139.88;False
-1.60;9.06;50.10;3.39;16.09;False
29.68;38.61;66.77;2.56;121.75;False
29.98;49.37;70.10;1.74;145.45;False
63.74;35.28;55.69;2.20;118.66;False
38.43;60.45;33.52;6.12;112.30;False
73.28;110.04;103.85;8.74;205.51;False
42.18;28.94;71.90;3.48;120.46;False
62.61;31.54;72.40;1.73;174.45;True
23.53;19.89;73.69;1.90;125.77;False
70.86;37.23;81.67;0.84;189.31;True
27.41;53.66;93.30;3.71;164.12;True
8.12;54.83;75.43;3.97;117.43;False
53.36;73.52;96.78;7.35;181.48;False
64.01;45.80;36.01;3.89;113.76;False
;53.62;62.39;2.49;99.18;False
80.71;44.97;5.33;3.53;92.50;False
36.67;52.01;48.95;3.19;123.14;False
63.28;40.02;16.45;2.18;100.66;False
56.80;51.42;30.52;3.71;129.68;False
73.83;49.01;15.19;2.57;98.34;False
36.23;50.20;25.53;4.94;130.16;False
42.14;24.12;89.64;5.18;119.26;False
76.09;31.24;53.91;4.45;133.02;False
43.83;57.39;85.50;1.68;196.18;True
69.56;41.41;63.70;2.40;190.68;True
24.39;22.70;48.14;1.59;85.97;False
65.57;25.32;68.12;4.63;122.57;False
43.26;38.77;64.81;3.20;144.66;False
74.88;53.59;56.73;4.01;195.23;True
53.10;59.12;12.81;1.25;134.20;False
37.58;31.24;31.60;2.64;117.74;False
26.47;44.15;70.25;3.92;129.45;False
68.73;49.38;54.54;3.91;147.48;False
55.74;41.34;42.48;2.07;175.17;False
34.07;30.21;64.17;4.11;121.85;False
35.12;35.04;54.13;3.11;124.24;False
43.12;65.45;61.96;1.74;158.66;True
69.36;24.62;58.04;2.00;155.97;False
57.08;44.09;94.51;4.34;195.43;True
67.65;53.92;67.22;1.99;121.80;True
57.79;41.14;65.45;2.36;135.35;False
61.40;46.49;62.91;4.41;135.25;True
76.00;48.89;58.93;3.50;139.93;True
62.79;40.87;58.64;3.24;138.00;False
41.67;52.14;46.93;2.17;163.72;False
61.89;59.28;23.13;1.79;149.01;False
54.40;26.03;38.10;3.38;135.50;False
106.92;33.37;111.04;2.06;252.81;True
68.04;17.01;78.23;2.51;134.56;False
48.30;31.91;40.03;4.94;134.26;False
90.00;67.33;89.51;4.63;224.77;True
56.49;40.41;19.39;3.43;99.36;False
80.49;57.90;86.64;2.95;206.14;True
36.62;29.90;56.06;3.09;91.77;False
61.05;51.43;35.10;3.65;191.21;True
64.84;40.41;75.02;3.38;180.72;True
54.35;62.34;42.88;2.09;117.40;False
46.65;18.33;55.22;2.10;114.03;False
44.54;34.08;67.87;0.91;143.65;False
56.39;-9.06;83.44;4.93;108.30;False
54.50;57.82;58.20;3.06;164.16;False
30.47;49.49;75.16;2.57;110.35;False
37.69;27.55;81.52;4.42;136.82;False
27.84;-0.23;63.37;3.40;77.70;False
73.79;26.76;83.53;3.73;169.70;True
47.39;21.85;124.51;1.64;196.09;True
59.80;52.22;29.42;4.41;104.28;False
67.61;45.05;60.05;4.43;140.78;False
50.02;39.01;60.15;1.42;166.98;True
34.00;17.65;76.34;1.95;140.99;False
65.28;23.56;52.83;3.93;142.45;False
163.97;138.51;44.73;4.74;278.18;True
-12.74;42.79;74.77;5.54;70.76;False
75.69;32.39;71.17;4.44;134.62;False
8.74;71.30;59.60;3.87;112.21;False
2.07;16.84;88.16;4.06;43.31;False
54.97;66.68;79.04;3.12;203.12;True
36.85;51.36;61.42;1.57;170.36;True
81.55;15.58;91.79;4.67;165.26;True
58.53;43.29;52.42;3.57;148.59;False
10.39;59.60;88.43;2.18;192.38;False
43.20;41.69;73.24;2.34;131.14;False
32.63;9.97;56.83;1.06;74.75;False
22.42;50.62;47.20;4.92;98.96;False
41.86;13.82;35.01;3.20;61.33;False
60.46;59.98;72.44;1.99;164.74;True
44.36;42.33;51.54;3.25;127.27;False
46.01;33.76;33.08;3.21;105.47;False
68.83;7.83;15.90;3.23;85.10;False
51.39;31.31;48.55;2.88;118.88;False
44.73;23.23;91.17;2.84;131.06;False
81.11;59.03;51.48;1.59;188.77;True
70.29;33.09;57.00;0.38;138.19;True
135.05;146.00;81.30;5.68;240.00;True
72.51;38.83;72.92;3.87;158.09;True
44.89;51.40;66.12;0.49;136.00;True
185.71;78.86;36.24;10.36;224.98;False
61.76;56.54;51.40;6.13;171.72;True
55.24;34.96;-1.56;1.92;82.76;False
55.27;30.17;72.89;1.49;131.51;False
18.09;36.58;64.56;3.79;139.71;False
82.95;61.06;15.38;3.48;172.36;True
95.98;29.52;1.05;3.67;117.60;False
34.34;41.96;73.22;2.22;95.07;False
53.99;40.80;46.77;2.21;124.09;False
86.77;66.31;60.80;1.39;243.41;True
62.17;59.06;67.95;1.80;211.54;True
81.27;52.42;65.99;5.05;162.90;True
95.60;57.21;54.25;2.70;188.67;True
83.45;46.88;73.39;4.12;177.62;True
30.66;41.86;22.79;3.17;121.75;False
39.07;13.51;85.11;2.14;129.73;False
54.55;58.08;53.14;2.47;120.90;False
29.67;24.26;32.05;2.60;84.63;False
86.44;67.84;71.07;2.93;196.23;True
36.98;19.16;72.70;3.00;70.65;False
60.42;45.04;67.89;4.49;129.71;False
58.17;33.41;66.39;1.69;128.37;False
-12.07;;87.01;4.58;73.16;False
45.97;62.18;89.04;2.61;188.18;False
71.90;29.36;80.98;2.79;134.20;True
30.66;48.26;69.43;2.25;122.71;False
35.61;51.88;42.23;3.08;107.15;False
52.12;54.76;47.42;4.02;156.62;True
42.43;53.80;81.45;0.75;173.42;True
213.07;69.53;;4.37;270.66;True
40.48;44.71;71.43;1.62;116.91;False
58.19;41.31;24.41;1.33;109.38;False
53.07;72.44;88.88;2.13;183.72;True
52.30;56.85;67.81;0.04;187.19;True
30.45;42.85;31.65;2.22;94.44;False
83.41;34.05;40.08;4.23;123.96;False
53.14;27.07;52.02;2.26;138.18;False
0.34;17.95;103.20;3.34;92.59;False
78.28;-3.57;38.66;1.76;97.38;False
25.40;37.13;49.02;2.03;117.55;False
122.39;56.05;42.90;1.71;197.85;True
65.19;7.00;94.19;3.96;181.87;True
23.18;30.70;24.96;6.63;81.36;False
49.16;42.24;55.04;2.55;132.62;False
38.96;8.07;66.63;2.79;97.50;False
93.50;39.53;80.79;4.37;157.73;True
65.31;52.34;;3.56;99.90;False
33.85;64.44;89.98;2.43;183.75;True
62.41;49.66;76.29;0.80;186.72;True
25.60;32.29;26.50;4.52;42.22;False
51.26;38.30;81.35;3.10;146.89;False
13.05;52.83;74.63;3.87;162.65;True
16.29;39.34;42.89;2.91;109.78;False
71.84;55.80;98.35;1.25;194.53;True
62.45;30.36;96.66;11.71;140.26;False
32.68;39.54;75.12;2.43;149.42;False
83.34;22.75;36.73;4.00;91.66;False
31.78;66.01;68.54;2.46;172.93;False
68.68;49.05;71.87;3.76;147.10;True
47.16;48.25;80.02;4.84;150.48;True
25.30;59.80;48.20;4.67;102.91;False
57.69;57.39;27.06;2.61;108.01;False
54.15;37.63;31.56;2.74;106.95;False
17.04;33.09;47.57;2.14;97.27;False
51.33;30.76;37.39;4.38;126.08;False
54.23;30.66;48.19;3.22;152.44;False
37.15;47.60;32.96;2.51;134.28;False
64.58;13.25;0.09;2.94;77.95;False
55.77;64.57;50.58;2.67;201.08;True
37.65;10.86;66.34;2.55;62.87;False
35.05;26.06;101.53;2.73;125.99;False
44.10;56.21;30.11;3.76;104.08;False
58.26;39.11;47.49;3.50;86.23;False
19.60;29.03;;3.93;72.82;False
59.26;34.80;38.61;5.08;152.28;False
55.28;49.70;80.60;3.41;141.99;False
42.26;47.74;71.41;3.19;143.35;False
55.36;43.49;65.99;0.91;173.46;True
17.67;42.62;21.92;3.94;78.41;False
65.51;30.18;81.34;2.22;154.55;False
1.39;33.19;73.65;6.53;84.88;False
11.31;45.35;47.72;4.78;90.01;False
9.87;57.21;28.09;1.23;98.18;False
12.30;58.33;196.41;13.20;202.07;False
16.47;65.15;67.21;3.58;107.63;False
57.54;49.94;69.04;4.36;146.77;False
53.00;41.59;48.47;5.20;135.84;False
46.71;87.87;77.18;3.74;200.70;True
17.32;38.79;86.55;3.29;128.40;False
58.25;30.11;67.78;4.48;109.49;False
41.43;208.35;119.28;12.19;232.92;False
63.22;1.30;43.69;2.79;114.30;False
50.06;64.95;67.98;3.80;179.30;
33.41;54.51;96.43;3.02;130.37;False
82.59;42.96;82.09;1.90;196.58;True
63.64;31.82;37.32;1.48;125.66;False
71.54;50.72;64.85;3.85;177.16;True
47.74;34.83;47.21;2.33;119.86;False
50.92;3.28;28.61;3.65;64.59;False
20.81;32.94;75.58;3.18;140.77;False
62.86;35.82;35.84;0.52;117.29;False
64.52;40.96;38.94;3.97;136.43;False
58.15;29.60;50.83;1.34;127.97;False
56.99;41.25;59.22;3.23;146.80;False
53.90;36.89;52.99;3.55;152.74;False
30.08;37.20;18.76;4.33;80.46;False
37.37;27.72;55.47;1.36;111.60;False
53.39;55.71;82.32;1.63;182.84;True
39.50;43.77;59.89;3.94;140.79;False
20.32;-21.55;26.86;2.35;10.79;False
59.61;11.08;85.08;3.80;139.03;False
15.63;56.76;29.93;1.35;108.75;False
77.17;54.07;85.49;3.55;162.60;True
16.41;31.68;77.16;2.97;129.03;False
43.67;48.45;67.16;4.32;128.48;False
62.20;49.93;58.49;2.08;163.20;True
70.48;68.14;45.02;1.83;179.40;True
60.12;33.73;64.26;2.90;101.61;False
79.60;48.36;62.58;4.13;173.25;True
80.65;-11.32;49.93;1.36;107.32;False
80.04;19.74;92.99;4.00;172.23;True
53.15;52.35;89.14;4.58;128.52;False
26.25;66.61;70.98;2.20;152.08;False
44.03;53.33;70.84;4.93;143.15;False
73.78;22.27;55.44;1.49;123.25;False
74.17;35.74;35.20;4.49;127.80;False
78.83;57.98;56.53;2.88;157.79;True
28.48;37.49;57.52;1.57;134.82;False
62.33;53.36;66.95;2.55;157.31;True
-2.52;33.49;68.95;3.41;82.09;False
61.19;26.44;25.94;4.81;146.79;False
22.73;42.62;55.91;3.64;136.96;False
13.65;26.62;92.82;;148.03;False
88.33;52.34;105.73;2.91;236.49;True
51.75;18.92;56.68;2.33;104.60;False
59.41;47.18;52.52;4.55;97.24;False
74.89;54.91;46.95;2.81;203.84;True
67.15;53.43;50.91;1.74;;True
70.11;39.57;44.61;-0.51;133.82;True
111.81;23.51;33.24;2.60;137.14;False
81.21;28.63;73.24;2.57;158.89;True
71.68;24.90;66.23;3.56;165.20;False
12.72;43.83;56.71;4.82;77.51;
81.25;59.18;55.53;2.37;169.51;True
58.52;26.14;37.41;3.22;117.14;False
62.55;31.13;61.44;4.31;106.33;False
41.37;50.99;43.90;3.55;81.16;False
27.61;39.43;40.14;2.21;65.01;False
78.91;18.69;67.24;3.91;136.31;False
73.15;43.90;91.66;2.74;197.22;True
44.20;55.56;32.02;3.33;125.94;False
47.36;60.58;36.73;3.80;184.70;True
49.24;48.13;51.46;5.00;96.85;False
55.32;34.17;94.86;0.89;167.89;True
33.85;46.37;58.37;2.80;134.49;False
-1.22;36.39;25.73;3.52;58.73;False
83.90;19.22;95.70;1.08;205.29;True
165.29;147.70;103.18;6.99;308.37;True
17.93;11.69;;4.20;;False
43.59;33.99;68.35;3.24;111.26;False
52.17;54.04;97.96;1.95;170.47;True
72.81;82.83;35.96;3.34;173.68;True
81.88;50.97;63.11;5.27;187.51;True
39.01;27.96;57.69;7.24;97.93;False
42.79;47.45;29.95;3.37;123.66;False
;93.56;75.38;6.05;156.77;False
47.45;38.39;33.68;3.36;103.96;False
39.98;12.06;26.54;1.98;89.49;False
70.67;30.96;78.13;3.47;166.99;True
75.42;38.11;28.31;2.92;149.06;False
36.00;76.10;53.97;3.74;152.22;False
77.72;62.35;56.51;4.56;161.81;True
;65.36;70.38;4.95;146.45;True
74.06;48.65;48.52;3.88;129.57;False
63.96;24.22;81.33;3.22;155.41;False
52.04;56.68;44.84;2.57;138.80;False
50.05;39.56;87.00;4.83;147.35;True
106.39;31.44;95.32;1.77;209.97;True
10.92;32.35;57.74;3.05;68.25;
35.07;48.14;64.03;3.55;102.66;False
52.84;39.41;62.62;4.13;125.25;False
43.52;51.69;86.86;4.17;109.60;False
42.99;44.17;62.68;2.71;135.06;False
-31.94;32.63;71.94;2.65;72.80;False
63.74;40.20;125.04;3.54;201.57;True
71.07;27.39;52.15;4.40;147.26;False
56.12;47.21;65.28;4.56;143.09;True
12.06;26.43;84.71;3.18;125.33;False
53.35;43.66;47.40;2.43;149.39;False
65.06;36.24;91.85;3.43;159.96;True
51.95;29.62;48.39;1.29;126.34;False
70.72;45.54;64.04;3.14;140.08;False
63.46;56.54;32.89;4.69;121.49;False
79.36;17.44;41.55;1.70;;False
70.23;19.72;94.80;1.84;178.98;True
41.05;44.32;84.78;1.83;205.39;True
69.35;31.69;36.40;2.47;120.41;False
47.06;;56.86;3.76;164.81;False
84.24;44.77;31.85;4.12;157.18;False
14.26;41.92;37.37;3.59;96.40;False
54.08;13.04;92.15;3.10;151.54;True
74.79;27.33;60.53;1.63;150.74;False
55.38;23.24;79.40;2.92;110.09;False
38.39;36.96;106.42;3.16;180.74;True
103.76;22.03;86.68;2.01;168.08;True
32.74;69.64;31.70;4.14;106.46;False
61.90;38.01;63.90;2.44;159.06;True
50.01;45.75;60.11;1.10;182.10;True
80.65;62.88;55.29;1.82;210.93;True
92.21;146.00;162.01;9.83;300.53;True
50.42;;62.27;3.70;189.82;True
35.60;58.14;61.19;2.20;118.44;False
23.33;43.94;36.03;2.73;134.40;
37.98;53.96;87.95;3.80;155.89;False
9.79;63.54;62.81;2.39;73.88;False
75.85;25.07;55.55;0.39;183.15;True
16.36;39.84;57.99;4.00;101.74;False
7.57;54.44;38.82;4.97;110.26;False
55.23;40.99;57.87;1.40;141.41;False
15.12;47.86;74.82;2.71;116.05;False
32.44;19.03;51.04;1.82;90.86;False
111.54;9.36;20.26;2.35;126.19;False
44.27;30.20;31.89;4.45;109.15;False
51.24;45.42;64.92;6.17;133.64;False
79.70;51.39;94.88;3.12;178.16;True
36.11;35.62;22.94;3.13;80.83;False
44.34;35.93;53.84;4.39;69.51;False
70.78;38.56;77.60;4.93;174.34;True
42.05;20.70;60.45;1.93;120.08;False
37.85;24.45;57.74;2.15;47.34;False
59.42;21.47;61.39;4.72;140.25;False
40.10;17.57;67.91;2.07;107.92;False
73.17;66.18;50.32;2.27;169.84;True
67.42;26.52;75.62;3.58;159.05;True
50.21;-6.11;111.58;2.13;114.76;False
37.41;59.77;74.38;2.74;186.90;True
74.78;60.23;83.55;;200.11;True
65.50;65.52;;5.23;204.70;True
45.58;39.33;16.49;3.76;107.89;False
12.78;56.95;61.51;2.69;;False
;44.99;45.50;2.80;141.91;False
24.94;39.20;77.47;3.30;114.60;False
68.34;27.62;63.56;4.46;142.98;False
52.47;46.57;95.92;4.62;113.84;False
54.31;36.46;38.42;3.67;161.21;False
76.64;62.98;35.50;3.19;182.36;True
14.62;28.67;78.56;2.79;104.45;False
51.92;45.36;68.16;2.16;185.49;True
32.98;56.48;82.21;1.29;123.93;False
39.32;66.69;46.61;4.04;111.56;False
75.67;19.21;34.77;3.73;105.75;False
71.40;10.32;31.96;2.20;104.82;False
24.23;20.01;23.84;4.09;41.68;False
