viajes;distancia;tiempo;modo_transporte;congestion;alta_congestion
2.31;13.61;26.67;bicicleta;437.28;
3.29;9.80;50.69;bus;879.22;False
3.71;-2.74;18.44;bicicleta;-54.10;False
3.54;30.99;27.79;bus;-4.52;False
4.50;;42.59;bus;1119.93;False
4.72;10.34;29.35;bicicleta;437.48;False
2.89;19.22;31.05;bicicleta;895.08;True
1.73;16.33;46.06;otro;557.04;True
8.64;54.70;64.78;bicicleta;463.65;False
2.92;2.87;47.91;caminar;231.28;False
2.50;23.37;6.66;bus;103.43;False
2.26;20.64;73.12;bus;1043.04;True
1.64;4.18;56.94;bicicleta;331.37;False
5.65;25.30;38.43;bus;;True
2.77;25.46;60.44;auto;1702.43;True
2.99;13.60;71.89;bicicleta;290.64;False
1.67;37.04;51.38;auto;1579.11;True
1.74;4.16;43.29;caminar;488.32;False
2.81;16.50;45.53;bicicleta;460.68;False
1.73;-2.00;46.11;bicicleta;322.94;False
3.95;12.87;59.19;bus;872.41;False
4.70;21.48;48.21;bicicleta;950.79;False
7.75;62.05;151.18;bus;1058.92;False
3.18;29.33;73.18;bicicleta;956.01;True
3.79;21.49;83.31;auto;1500.82;True
4.89;23.83;77.58;bicicleta;1841.62;True
2.40;16.34;60.04;bus;864.68;False
1.33;12.08;23.00;caminar;192.62;False
2.46;5.37;46.30;caminar;254.49;False
1.71;3.41;11.08;bicicleta;-798.21;False
3.10;-2.17;12.60;caminar;474.56;False
2.88;17.26;88.02;caminar;427.72;False
0.69;17.79;23.14;bus;551.77;False
3.14;17.23;41.01;bus;43.04;False
4.22;-1.11;16.27;bicicleta;415.00;False
3.06;-0.16;94.05;bicicleta;513.68;False
4.56;26.10;60.87;bus;1160.46;True
1.87;14.13;94.16;bus;933.27;True
2.95;32.68;19.53;auto;576.09;False
3.56;-4.80;16.61;caminar;-298.64;False
4.07;40.60;38.52;bus;1516.58;True
3.81;23.66;40.34;bicicleta;1210.36;True
2.85;14.45;36.32;caminar;-183.17;False
3.35;22.37;76.05;bicicleta;1541.85;True
3.09;16.98;65.70;bicicleta;91.11;False
1.80;6.66;24.13;bicicleta;156.47;False
2.21;10.65;49.91;caminar;132.93;False
5.02;35.80;50.41;bus;2293.68;True
1.33;16.85;47.84;bus;1066.67;True
2.25;6.14;28.68;bicicleta;-455.89;False
4.83;15.91;27.53;bicicleta;114.89;False
1.84;34.49;23.57;bus;828.15;True
4.14;11.45;52.62;bicicleta;605.99;False
;10.99;29.05;bus;855.46;True
3.98;12.79;71.22;bus;1443.66;True
1.63;18.01;39.95;bicicleta;831.22;True
2.41;20.20;59.73;bus;737.90;True
3.83;24.79;12.34;bus;448.87;False
3.45;23.26;34.17;bus;988.87;True
1.13;12.45;48.87;caminar;644.67;False
5.07;26.80;-1.24;bus;851.55;False
0.84;20.29;60.28;bus;1588.56;True
4.28;3.38;8.80;bicicleta;29.48;False
2.43;2.89;61.27;;492.67;False
3.13;37.39;80.33;teletrabajo;2476.61;True
0.95;19.52;50.79;bicicleta;470.65;False
4.04;11.88;13.30;bus;74.04;False
0.88;7.68;54.88;caminar;757.85;False
3.26;14.13;69.49;auto;1441.94;True
1.62;10.75;57.42;scooter;613.08;False
3.17;19.21;39.40;bicicleta;1017.22;False
3.96;0.27;67.19;caminar;-134.14;False
3.37;26.50;21.51;caminar;499.60;False
3.42;1.07;68.28;caminar;365.65;False
2.47;1.32;62.60;caminar;579.20;False
2.73;28.40;17.56;bus;830.79;False
1.37;17.44;24.48;caminar;-174.27;False
2.63;30.77;1.25;auto;238.33;False
4.76;5.69;0.97;bicicleta;-414.86;False
3.76;27.17;91.86;bus;2554.07;True
5.10;23.30;65.90;bus;1680.20;True
5.51;14.80;51.62;bus;1156.99;True
0.18;70.34;141.72;bicicleta;2218.62;True
3.15;-0.54;38.40;caminar;-378.96;False
1.48;1.15;13.39;auto;-436.72;False
9.26;-28.41;127.41;caminar;664.75;False
1.32;16.08;70.45;bus;1739.73;True
4.10;18.01;12.55;caminar;-479.97;False
0.74;-14.19;10.37;caminar;-74.43;False
3.49;1.27;48.91;caminar;152.68;False
3.72;11.22;45.19;bus;146.78;False
2.27;7.22;43.94;bus;-47.60;False
2.48;10.85;48.81;bus;1113.97;True
2.25;9.88;48.50;caminar;336.31;False
4.67;10.75;52.10;bicicleta;1538.98;True
3.18;8.23;35.57;caminar;146.27;False
5.04;23.10;25.56;bicicleta;277.26;False
3.94;27.54;49.34;bicicleta;1979.48;True
3.31;16.08;49.17;;1494.22;True
4.63;84.70;141.67;metro;2733.75;True
3.34;16.32;38.95;auto;107.08;False
4.52;-1.60;38.70;bicicleta;299.68;False
2.58;8.84;68.39;bicicleta;412.92;False
2.55;18.99;34.03;auto;363.45;False
4.64;-1.11;36.97;caminar;430.74;False
4.16;-8.97;72.33;bicicleta;-92.81;False
3.48;6.44;62.18;bus;553.53;
2.35;2.37;24.51;auto;100.40;False
3.02;34.43;36.66;bus;813.83;True
3.62;7.70;57.50;scooter;126.26;False
5.10;25.89;175.05;bus;2520.56;True
2.34;9.07;21.23;caminar;-319.16;False
2.73;12.15;-0.57;bus;-76.67;False
3.38;27.69;60.48;bus;870.52;True
12.76;18.70;205.65;bicicleta;174.59;False
0.38;21.68;85.46;auto;2963.34;True
1.83;14.78;49.76;otro;424.99;False
1.76;12.99;47.78;bus;108.54;False
5.39;11.77;33.55;bicicleta;441.84;False
2.41;29.87;42.69;bicicleta;774.56;True
;19.47;36.75;bicicleta;407.64;True
3.65;26.72;85.96;bicicleta;1454.63;True
4.37;8.67;63.03;bicicleta;992.74;True
3.25;1.18;102.57;bicicleta;-490.42;False
2.89;30.54;56.60;bus;2188.69;True
3.16;27.39;39.54;bus;1207.42;True
2.13;-4.96;7.28;bicicleta;-929.65;False
2.46;5.99;57.69;bicicleta;358.33;False
4.03;15.74;34.71;bicicleta;239.56;False
1.79;5.49;59.32;bicicleta;-82.36;False
4.05;7.39;48.24;caminar;386.43;True
3.01;20.13;45.97;auto;1375.18;True
1.67;9.46;12.69;caminar;155.76;False
3.06;19.23;56.67;bicicleta;1202.71;True
3.43;28.76;61.37;bicicleta;1480.81;True
2.00;30.21;44.63;bus;846.52;True
2.64;18.40;10.94;bus;782.05;False
3.11;20.26;47.30;bus;772.93;False
3.23;-2.44;1.94;caminar;-576.10;False
1.62;26.15;41.40;bus;270.52;True
2.98;7.29;21.32;bicicleta;176.38;False
3.86;5.89;68.17;bicicleta;227.02;False
2.95;9.43;53.83;bicicleta;717.51;False
3.78;8.85;29.53;bicicleta;9.35;False
3.65;-7.46;55.54;bicicleta;-222.12;False
2.56;13.11;29.68;bicicleta;891.93;True
3.28;-12.69;70.85;bicicleta;-485.55;False
4.04;5.43;75.41;bicicleta;726.33;True
4.08;-3.45;69.13;auto;551.34;False
2.93;35.01;15.35;auto;365.78;False
2.39;18.24;88.04;bus;1472.88;True
3.09;1.34;51.74;bicicleta;630.84;False
0.61;21.93;63.02;bus;1044.27;True
1.48;18.52;80.73;caminar;;True
3.85;13.70;44.15;bus;495.46;False
3.07;1.96;-3.72;caminar;125.22;False
2.83;24.77;51.59;bicicleta;1145.42;True
8.41;30.79;;bicicleta;942.56;False
2.78;8.76;57.70;bicicleta;-133.69;False
3.19;17.93;63.17;bus;999.68;True
2.16;-3.85;30.21;bicicleta;-143.81;False
0.84;16.54;52.41;caminar;644.11;False
4.66;26.97;21.96;bicicleta;499.71;False
2.78;4.36;30.53;bicicleta;234.94;False
2.33;16.36;38.22;bicicleta;11.15;False
4.20;8.61;44.83;bus;307.37;False
2.05;13.75;17.40;bus;186.92;False
3.36;31.50;39.47;bus;1519.75;True
4.04;19.53;24.64;bus;186.57;False
2.17;3.18;20.73;bus;-205.86;False
2.92;16.46;29.00;bus;606.15;True
4.41;22.59;48.38;bicicleta;771.91;True
4.43;17.53;46.03;bicicleta;1486.31;True
2.55;2.83;55.07;bicicleta;321.67;False
2.65;12.51;9.32;bicicleta;98.86;False
3.28;-5.33;41.90;bicicleta;734.18;False
1.72;10.16;92.47;bicicleta;1195.32;True
3.49;11.03;37.27;bicicleta;329.59;False
4.37;11.73;38.52;bicicleta;706.31;True
3.57;9.80;80.56;bus;1549.65;True
4.44;4.19;86.47;bicicleta;769.35;False
3.05;9.15;36.48;bicicleta;383.72;False
3.78;38.85;0.47;caminar;93.08;False
2.33;17.54;52.47;caminar;803.43;False
4.30;0.70;45.01;auto;-70.78;False
2.47;-3.95;31.07;bicicleta;292.06;False
1.81;5.50;33.94;bicicleta;-491.19;False
1.83;7.56;22.09;bicicleta;207.28;False
3.01;14.42;47.24;caminar;504.37;False
4.25;11.02;41.33;bus;830.64;False
3.21;12.26;51.68;bicicleta;783.99;False
2.68;17.56;49.69;bus;1282.26;True
2.14;4.44;39.73;caminar;-78.07;False
2.86;17.74;37.56;bicicleta;;False
6.34;8.52;67.82;bus;1038.80;False
5.08;27.20;15.94;bus;622.54;True
2.64;9.62;-12.38;caminar;-302.66;False
1.73;18.01;55.92;bicicleta;805.67;True
3.30;13.88;27.15;;528.94;False
3.48;14.81;45.37;bus;1048.78;True
2.30;19.31;34.97;bus;;True
4.96;-0.48;30.70;scooter;106.18;False
3.90;-9.51;68.45;caminar;-495.79;False
3.64;23.90;20.50;bus;579.02;False
1.93;13.06;27.23;bus;116.19;False
4.34;7.41;39.55;bicicleta;671.47;True
1.54;24.96;55.40;metro;1322.06;True
3.48;22.68;24.30;auto;976.48;False
2.25;20.55;27.14;bus;919.63;True
2.52;-14.13;32.72;auto;-507.93;False
0.69;9.91;53.46;caminar;154.06;False
0.82;6.44;61.95;bus;1025.99;False
3.63;7.54;18.33;;406.52;False
7.52;7.35;161.52;bicicleta;864.05;False
4.29;12.96;61.60;bicicleta;1222.86;True
3.60;9.93;37.53;otro;-198.47;False
1.14;4.92;42.46;bicicleta;271.55;False
4.57;14.79;66.80;bicicleta;1376.36;True
3.83;14.52;52.07;bus;582.83;False
2.24;8.06;55.30;bus;1271.81;True
5.38;9.70;88.78;bicicleta;300.41;False
3.72;13.46;40.13;bicicleta;822.27;False
8.05;7.62;139.85;caminar;954.42;False
3.22;17.21;42.01;bicicleta;1029.42;False
4.94;3.69;70.61;caminar;-396.74;False
3.24;20.07;41.55;bus;966.50;False
3.34;;49.53;caminar;70.69;False
2.88;9.57;3.92;bicicleta;357.17;False
3.42;30.36;63.21;bus;1741.83;True
3.88;20.88;38.69;bus;778.45;False
3.38;30.36;52.37;bus;1746.79;True
2.35;11.19;33.98;bicicleta;227.89;False
3.50;13.86;28.25;auto;580.81;False
2.93;21.96;82.06;bus;741.20;True
3.75;9.51;38.33;caminar;596.44;False
2.64;20.40;63.11;bus;1012.72;True
3.61;15.68;56.30;bicicleta;301.05;False
2.63;23.60;41.72;bus;891.66;True
1.86;17.91;16.64;bicicleta;-347.11;False
1.66;28.88;61.17;bus;1679.07;True
2.85;23.97;66.83;bicicleta;554.30;False
4.01;19.27;48.06;bus;722.73;True
2.67;10.30;11.20;bus;50.70;False
2.12;25.03;33.52;bicicleta;438.81;False
3.08;29.34;21.87;auto;1483.94;True
0.94;29.06;58.84;bus;1960.96;True
1.42;34.21;54.65;bus;1086.89;True
8.92;69.72;7.81;bus;554.95;False
3.72;25.31;113.17;bus;1815.56;True
3.74;22.02;30.93;bicicleta;696.46;False
2.80;33.49;74.51;bus;1891.70;True
3.78;36.75;44.19;bus;1789.56;True
4.49;-4.75;63.59;bicicleta;-641.86;False
3.65;8.99;41.30;bus;682.92;True
1.91;2.74;42.43;caminar;-278.79;False
3.60;3.92;55.11;bicicleta;600.69;False
2.22;25.75;-0.00;bus;-298.35;False
3.37;18.51;60.38;caminar;2056.70;True
1.82;-9.49;49.45;auto;41.71;False
1.68;-0.65;;bicicleta;522.03;False
4.31;11.62;11.93;bicicleta;378.08;False
2.00;13.05;51.13;bicicleta;1032.84;True
1.75;10.57;23.32;bicicleta;435.62;False
3.04;21.90;41.93;auto;1136.05;True
2.43;17.40;46.28;bus;-39.55;False
3.01;22.50;7.96;bus;343.23;False
1.90;19.46;49.67;bus;488.10;False
2.81;-0.22;77.20;bicicleta;604.26;False
3.44;16.32;70.48;bus;1225.96;True
1.27;14.92;51.97;bicicleta;437.83;True
2.90;21.90;-11.78;bicicleta;-5.85;False
4.84;14.43;35.47;bicicleta;637.39;False
1.88;-6.08;49.03;caminar;-239.52;False
3.48;17.69;53.91;bus;1326.96;True
1.73;17.99;50.34;bus;417.25;False
4.00;11.85;42.01;bicicleta;300.40;False
2.70;-18.17;43.77;bicicleta;-876.63;False
3.87;13.99;47.08;bus;840.74;False
2.53;3.51;57.19;caminar;397.70;False
2.46;21.58;82.29;bus;2123.95;True
3.84;7.60;50.27;bus;323.71;False
2.88;13.04;25.38;bus;788.58;False
3.10;17.05;61.91;bus;915.91;True
3.05;17.56;53.76;bus;838.52;True
2.94;14.81;63.80;bicicleta;1019.06;True
4.01;-2.39;36.69;caminar;-249.16;False
2.15;10.05;-10.61;bus;442.91;False
3.31;17.23;69.17;bus;1316.19;True
1.65;4.81;25.25;caminar;-118.86;False
3.21;3.87;47.87;bicicleta;-40.22;False
1.97;43.38;54.61;bus;1854.63;True
4.16;16.18;39.87;bicicleta;885.41;True
5.44;36.04;35.99;bus;2051.70;True
2.98;13.93;35.32;bicicleta;250.58;False
3.15;22.10;35.77;bus;748.83;False
3.64;22.55;60.60;bicicleta;1181.52;True
2.92;12.61;6.61;bus;405.16;False
1.77;-2.93;15.47;bicicleta;-459.23;False
1.52;21.49;61.33;bus;1320.89;True
1.78;19.99;49.56;bus;1340.31;True
0.79;-0.42;56.96;caminar;256.76;False
1.28;20.16;70.01;auto;1865.03;True
2.21;;45.68;bus;288.91;True
7.53;68.63;157.07;bicicleta;2034.04;True
3.12;14.06;37.91;bus;774.42;False
2.66;26.66;50.07;bicicleta;926.04;False
0.66;-5.25;43.79;bicicleta;53.18;False
3.38;9.23;7.34;bicicleta;572.39;False
2.63;36.04;63.03;bus;3094.40;True
4.25;18.74;48.75;caminar;183.23;True
2.06;4.51;36.30;bicicleta;-43.20;False
4.31;17.37;49.15;bicicleta;827.00;True
3.37;5.75;39.46;bus;478.33;False
2.34;13.72;34.68;bicicleta;870.28;False
3.99;36.01;56.28;auto;1805.72;True
