pm25;no2;trafico;viento;contaminacion;alerta
65.96;56.38;52.56;3.43;147.46;False
34.17;30.56;71.59;5.11;107.81;False
64.65;50.01;65.45;2.01;155.93;True
49.14;48.32;48.88;2.36;132.64;False
48.40;28.95;44.61;1.49;137.87;False
69.29;25.58;80.78;1.92;174.58;True
27.95;32.21;43.46;3.10;108.38;False
22.70;17.21;51.62;3.08;85.75;False
21.50;37.38;54.80;1.89;104.25;False
49.54;60.85;66.51;3.88;188.89;True
61.71;25.90;89.61;3.03;186.58;True
62.03;38.08;81.42;3.03;169.17;False
31.97;42.13;1.44;2.61;88.53;False
74.52;13.84;50.17;2.48;172.67;False
83.60;54.16;65.14;2.56;207.07;True
30.61;49.75;71.57;1.06;140.91;False
34.45;41.43;66.12;4.93;102.66;
60.66;23.64;56.84;3.91;124.44;False
49.24;49.44;55.09;2.90;125.77;False
41.91;11.57;78.07;1.54;105.30;False
69.35;23.54;41.08;2.95;103.86;False
67.92;34.14;55.29;1.09;171.39;True
46.41;30.97;52.34;3.48;129.46;False
14.16;65.70;41.12;2.02;103.18;False
79.94;39.26;54.76;4.73;146.23;False
32.75;38.88;69.32;4.10;104.66;False
53.99;45.66;52.67;1.69;155.37;False
55.95;45.48;59.14;3.24;129.11;False
43.35;47.86;56.44;4.14;82.48;False
39.47;29.64;35.24;4.96;70.25;False
37.37;29.93;51.74;4.12;82.35;False
63.94;43.34;72.50;3.82;204.48;True
15.38;40.58;76.28;2.32;147.04;False
41.67;49.45;50.52;3.72;131.59;False
21.76;13.29;59.89;2.52;57.36;False
44.65;60.32;69.52;4.56;153.36;False
64.06;29.89;92.64;4.74;160.24;True
86.92;84.38;42.45;2.41;173.15;True
71.47;31.50;47.68;2.15;103.77;False
58.92;52.05;62.39;2.79;173.04;False
44.26;45.40;63.79;3.57;98.90;False
56.96;21.11;61.21;3.14;127.09;False
28.45;23.43;61.66;3.98;81.19;False
61.67;33.06;23.33;3.28;84.24;False
57.45;22.14;67.09;5.78;119.61;False
49.76;21.09;81.23;4.13;125.40;False
73.68;54.77;74.67;2.40;184.32;True
44.06;35.39;73.94;1.00;114.94;False
80.27;43.76;98.07;4.69;193.72;True
82.81;63.60;49.29;3.11;182.65;True
64.16;57.37;67.22;3.80;141.27;False
52.81;50.84;35.75;4.89;158.87;False
51.05;37.95;93.19;2.12;164.19;True
82.26;32.21;60.33;3.83;143.90;True
27.92;28.61;58.52;2.64;129.55;False
43.27;18.49;46.89;3.17;135.41;False
50.90;37.09;36.99;4.65;92.61;False
60.60;68.01;48.27;2.81;157.64;True
69.85;69.61;50.02;1.94;168.11;True
31.45;39.77;21.55;2.21;93.13;False
67.21;41.94;8.35;4.44;128.65;False
58.93;49.63;66.15;3.49;152.39;True
43.21;17.66;55.21;2.35;114.70;False
81.76;;59.55;3.58;191.40;True
55.56;46.90;91.05;2.91;133.42;False
58.20;36.73;50.67;4.22;130.94;False
2.40;;89.31;1.83;113.62;False
82.92;39.86;93.30;3.39;178.26;True
34.64;24.28;63.18;3.33;139.73;False
40.97;23.72;73.35;4.37;134.20;False
28.67;65.68;33.33;2.69;144.96;False
42.94;37.23;59.42;3.84;118.18;False
38.63;28.43;96.38;4.15;131.01;False
20.24;20.89;35.35;0.78;116.95;False
142.24;60.85;102.77;5.94;229.84;False
51.43;50.51;51.84;2.13;154.30;False
62.90;35.74;91.41;2.69;172.12;True
38.31;84.77;103.17;3.18;206.34;True
63.43;39.96;47.59;3.48;120.20;False
26.63;41.11;109.61;2.85;135.64;True
65.42;11.72;53.04;1.78;115.77;False
74.24;49.54;70.84;3.28;155.93;True
39.69;51.84;48.72;1.43;145.63;False
49.36;13.35;68.42;2.76;138.68;False
53.88;31.88;9.26;3.59;83.19;False
71.29;24.58;83.80;2.60;173.12;True
54.56;36.20;72.17;1.05;126.84;False
66.02;27.83;32.21;3.01;101.74;False
83.65;0.15;43.26;2.20;121.01;False
86.33;45.31;43.83;1.66;162.19;False
69.79;107.01;94.46;9.93;139.14;False
98.00;89.95;138.10;5.47;254.16;True
75.76;55.07;30.32;1.88;153.37;True
62.23;64.72;45.77;4.88;137.55;True
33.88;47.09;55.67;2.54;133.89;False
24.58;34.14;101.49;2.48;131.61;False
-13.82;46.03;47.29;;80.15;False
14.69;18.54;53.53;3.49;84.90;False
31.92;19.82;89.54;2.57;156.17;False
47.60;45.55;95.05;2.65;174.45;True
26.25;24.63;62.31;3.83;118.54;False
59.05;45.98;93.27;0.95;197.29;True
41.37;30.87;63.66;2.14;119.89;False
40.34;38.06;76.87;3.65;156.86;True
71.91;24.77;35.84;2.69;132.93;False
75.24;17.72;24.76;;82.86;False
31.68;30.50;64.96;3.03;135.46;False
29.66;71.28;96.35;3.41;194.11;True
52.12;-5.60;67.33;3.41;123.58;False
11.48;55.54;68.73;3.86;102.77;False
50.75;63.76;39.01;4.51;161.66;False
;106.16;83.11;9.36;223.31;False
65.18;25.26;73.80;2.92;140.54;False
18.30;39.65;95.56;5.16;160.93;False
21.94;33.91;99.50;3.65;186.16;True
48.55;22.05;45.37;4.75;106.21;False
59.37;24.01;58.18;2.89;105.13;False
77.43;45.93;75.74;2.75;170.43;True
79.72;59.81;97.99;3.38;199.75;True
82.13;22.17;46.70;4.34;127.58;False
39.91;54.62;34.77;1.20;108.49;False
79.07;20.16;87.53;2.50;147.62;True
47.49;25.14;43.12;2.10;66.31;False
75.93;54.61;136.01;8.51;215.47;False
88.48;35.46;-1.90;2.64;80.55;False
61.99;35.69;96.34;4.07;147.98;True
59.11;42.99;42.00;3.09;154.68;False
46.49;40.86;80.03;2.43;128.65;False
48.94;59.96;28.85;3.09;114.58;False
34.39;36.33;79.68;2.60;121.86;False
34.90;63.06;63.72;3.71;192.77;True
51.58;66.36;47.01;2.79;167.92;True
16.88;106.17;58.27;4.74;167.16;False
32.71;34.76;75.13;4.24;143.85;False
54.25;60.48;73.87;4.74;143.53;False
48.98;52.36;37.12;2.65;107.16;False
21.54;48.13;53.92;1.49;156.15;False
42.01;63.67;24.05;2.67;108.73;False
59.24;54.56;96.28;2.10;168.66;True
35.77;38.14;41.97;2.02;144.96;False
51.16;19.00;62.78;3.25;130.53;False
60.45;57.35;59.89;2.47;171.40;False
63.34;44.32;35.59;4.73;129.56;False
88.54;78.64;79.94;7.16;192.24;False
21.07;51.81;70.52;0.79;137.94;True
79.35;49.91;63.00;4.16;151.62;False
23.77;72.32;48.27;4.32;87.97;False
26.53;27.68;92.48;4.23;163.59;False
73.27;46.57;59.01;2.93;168.99;False
14.06;4.92;95.57;3.17;113.62;False
34.75;15.43;58.84;3.37;125.76;False
93.76;46.46;64.65;3.88;207.83;True
65.62;32.55;78.74;1.25;146.74;True
61.56;52.12;52.00;0.75;164.95;True
31.40;61.84;47.51;3.75;146.47;False
63.81;45.98;75.87;3.35;177.91;True
76.72;49.12;38.02;2.81;145.65;False
71.18;54.41;28.47;4.57;99.28;False
82.74;56.49;90.44;2.76;201.55;True
71.69;42.33;27.50;3.31;64.58;False
39.47;56.68;118.97;2.52;198.53;True
32.20;35.17;72.16;2.25;112.23;False
44.98;51.40;90.70;5.46;194.71;True
63.50;38.94;70.89;2.13;160.71;True
39.39;44.48;34.00;2.76;111.03;False
35.29;46.26;40.20;3.53;114.52;False
28.98;36.95;-0.45;3.21;40.05;False
18.21;35.13;72.01;2.09;121.89;False
36.30;33.29;88.56;3.93;127.63;False
46.21;50.92;103.62;4.82;193.47;True
43.57;23.00;34.64;1.97;;False
1.31;34.66;68.03;0.32;101.86;False
66.46;29.64;74.78;3.69;177.05;True
76.37;35.35;38.99;3.68;171.06;False
128.50;49.93;134.79;5.58;273.36;True
49.71;10.48;60.70;3.12;123.27;False
39.05;39.22;55.82;3.07;123.52;False
72.21;23.02;55.14;0.98;142.40;False
67.45;1.08;;2.19;129.72;False
57.24;59.43;65.72;3.77;138.10;False
6.66;21.79;45.56;2.85;78.31;False
66.22;62.54;25.56;3.64;150.97;False
25.55;56.57;56.57;3.27;125.44;False
66.36;46.10;46.70;1.85;142.18;False
59.17;152.97;125.12;0.92;194.06;False
66.88;28.31;31.69;1.53;117.42;False
46.98;51.10;31.95;2.51;119.01;False
103.61;22.37;58.92;3.13;157.02;True
43.28;37.40;;1.85;118.21;True
63.52;11.83;20.59;1.56;63.46;False
64.21;57.32;54.80;2.60;;False
48.06;7.56;65.32;2.41;109.83;False
95.28;78.55;49.10;2.67;194.28;True
59.33;28.68;66.06;5.04;92.66;False
93.11;40.99;41.98;1.54;174.72;
68.89;48.68;66.35;3.93;164.22;True
61.50;65.05;55.77;3.16;176.24;True
41.32;61.13;47.13;3.67;155.06;False
56.82;46.76;69.83;2.75;172.93;True
15.47;53.41;46.68;4.26;90.38;False
57.07;33.39;50.96;2.41;121.27;False
39.62;50.62;73.43;2.61;155.78;False
24.71;41.73;88.21;4.00;138.70;False
64.49;31.34;61.95;0.44;145.51;True
47.67;44.40;61.96;3.59;98.00;False
38.78;27.14;66.86;0.52;136.23;False
100.16;39.95;54.00;3.51;195.60;True
25.06;37.54;47.18;2.32;103.90;False
54.03;56.10;70.22;1.87;159.78;True
43.30;34.89;55.94;2.17;86.04;False
47.65;32.05;44.02;5.10;86.74;False
52.86;-8.85;33.01;3.73;77.17;False
64.43;54.12;74.09;2.86;164.66;False
63.93;39.43;49.26;2.99;75.43;False
99.91;40.42;96.09;2.26;171.24;True
17.82;38.45;67.81;1.71;74.36;False
43.36;31.84;58.49;4.35;106.76;False
74.41;59.69;58.56;3.48;183.17;True
53.37;56.25;78.90;3.98;175.31;True
47.09;14.15;72.65;3.72;132.51;False
38.23;47.53;65.96;2.53;153.01;True
127.07;130.81;95.57;3.02;266.94;True
41.90;39.83;46.22;4.27;136.20;False
74.41;68.78;;2.51;195.47;True
37.92;32.73;33.94;3.40;94.50;False
57.06;54.31;38.06;2.92;126.69;False
27.15;74.20;31.42;2.21;117.80;False
-5.63;35.59;113.29;2.93;153.69;False
49.62;63.46;28.42;3.22;167.04;False
59.75;42.69;73.21;1.99;186.10;True
86.27;39.16;77.98;2.74;198.71;True
52.24;47.91;62.57;3.85;109.03;False
52.12;45.31;43.90;4.47;151.44;False
106.03;-6.79;148.53;8.75;252.37;True
54.20;31.87;34.10;2.99;86.41;False
35.83;60.64;56.25;3.87;112.18;False
38.55;44.04;77.22;3.32;136.32;False
31.22;9.40;26.66;4.50;38.98;False
76.25;17.37;75.02;3.95;165.19;False
42.82;64.51;47.14;2.53;127.90;False
30.83;47.70;22.18;3.26;79.39;False
98.31;15.66;66.97;3.57;174.18;True
78.59;55.58;54.06;2.17;171.38;True
36.96;47.82;89.33;3.39;222.83;True
69.08;43.31;63.06;4.33;118.84;False
36.40;51.76;41.68;2.88;116.06;False
44.01;57.45;45.29;4.40;114.76;False
91.60;38.06;74.60;2.31;154.10;True
50.13;61.01;48.05;3.54;152.41;True
42.03;44.18;57.00;2.97;155.75;False
43.09;;47.17;4.88;91.57;False
34.29;16.22;73.24;1.78;121.12;False
49.24;40.40;44.15;4.01;108.39;False
95.13;50.57;78.56;3.86;177.26;True
72.96;9.64;67.81;2.16;;False
40.50;-1.94;74.21;2.32;96.69;False
64.75;41.02;71.49;4.04;154.21;False
43.65;67.44;73.33;2.23;140.17;False
67.57;;51.31;2.95;121.52;False
65.15;38.21;65.14;2.87;170.46;True
65.67;54.56;34.02;3.62;170.17;False
104.72;60.75;77.60;3.16;201.68;True
48.92;27.44;31.72;1.18;128.34;False
75.97;28.59;39.23;3.05;181.49;False
40.34;8.42;58.45;2.14;73.93;False
62.78;42.18;95.24;2.94;190.07;True
45.10;24.40;66.99;2.62;95.36;False
65.63;50.13;50.80;3.88;127.33;False
67.39;40.31;44.38;3.23;137.35;False
2.18;47.50;66.06;2.72;128.44;False
45.02;15.15;41.79;4.78;61.99;False
44.12;55.55;41.87;4.17;127.03;False
69.27;;64.48;2.80;141.81;False
59.72;21.02;47.73;2.90;136.77;False
21.22;57.26;33.04;3.35;119.48;False
52.13;27.28;23.14;3.26;116.55;False
-7.02;51.78;83.41;1.75;140.80;False
134.73;87.74;114.35;5.95;293.85;True
62.86;105.04;33.43;6.06;151.88;False
40.12;37.28;51.52;5.33;150.39;False
41.05;33.99;61.35;2.63;145.83;False
73.56;29.65;76.74;3.18;145.67;False
47.78;35.03;75.57;2.33;138.57;False
14.53;62.18;69.88;3.78;143.22;False
33.85;11.34;50.88;4.64;76.93;False
40.97;37.09;58.31;4.22;131.76;False
50.84;36.48;68.17;3.19;139.84;True
25.21;77.74;35.22;3.74;138.25;False
13.29;17.47;87.12;3.03;76.83;False
43.55;48.54;47.17;4.64;114.68;False
55.35;47.24;54.25;3.77;159.66;False
45.38;33.36;62.35;3.62;131.25;False
87.50;46.75;71.56;2.06;200.34;True
91.71;35.13;42.39;3.26;132.70;True
76.59;28.25;59.97;3.53;152.12;True
51.94;18.74;75.45;2.65;143.46;False
48.21;28.41;25.12;3.46;113.97;False
88.61;39.90;33.12;4.53;164.20;False
53.30;192.44;93.04;2.80;265.90;True
53.38;59.52;110.86;3.11;199.08;True
51.38;47.14;81.82;2.64;136.47;False
34.98;56.19;71.45;4.60;129.56;
39.08;47.06;80.74;3.04;145.05;True
39.65;18.14;23.50;2.04;122.98;False
70.11;34.69;100.96;1.81;215.97;True
21.97;37.80;92.64;2.68;123.68;False
57.85;50.16;69.88;1.84;161.42;False
38.90;91.74;59.02;4.99;140.54;False
68.89;36.13;41.21;2.84;149.33;False
45.46;0.06;70.74;3.81;94.43;False
49.10;71.12;;;165.36;True
24.44;60.87;90.08;2.68;155.59;True
71.19;38.81;114.03;3.21;217.06;True
65.80;46.75;-4.54;4.15;105.83;False
38.46;38.80;68.74;0.63;116.07;False
50.46;49.54;56.27;4.73;110.64;False
55.38;44.69;84.75;1.58;156.82;False
78.65;31.20;77.34;4.82;137.98;True
38.20;38.71;61.84;0.93;139.02;False
68.97;43.64;78.19;2.70;176.92;True
78.40;244.84;123.22;2.89;293.19;True
25.82;55.11;66.81;3.50;107.68;False
38.71;28.16;70.53;3.04;88.71;False
58.43;51.33;65.62;2.35;159.04;False
30.05;83.03;53.19;3.09;120.96;False
46.08;13.64;84.82;3.98;129.46;False
77.13;16.29;81.38;2.67;118.96;True
62.67;39.27;63.65;4.75;127.54;False
33.96;5.52;42.54;3.61;61.21;False
29.70;38.07;66.26;3.83;113.07;False
62.62;49.68;68.40;3.28;159.87;True
34.57;31.51;69.64;3.63;;False
44.61;61.55;51.66;3.43;155.58;True
87.91;33.02;22.51;1.93;93.01;False
27.16;28.12;71.94;3.83;108.35;False
66.10;39.99;50.47;2.95;144.00;True
69.48;79.11;52.64;2.67;192.79;True
48.73;34.64;81.86;3.64;147.82;False
64.79;40.38;59.75;3.35;115.09;False
52.77;61.97;89.85;2.57;225.14;True
61.50;35.85;30.23;4.65;101.32;False
50.25;61.46;49.27;2.14;153.48;True
34.28;18.79;43.46;2.28;118.28;False
27.87;47.24;33.75;2.76;67.20;False
15.09;36.22;;0.48;79.30;False
86.69;26.19;58.20;5.45;189.07;True
86.43;47.76;100.42;3.51;201.29;True
103.80;68.10;41.26;2.13;176.67;True
53.65;25.70;10.60;4.49;44.74;False
35.99;45.47;35.93;2.78;90.70;False
43.15;36.60;49.51;2.89;162.21;False
27.13;37.65;50.44;3.46;106.48;False
66.34;7.35;64.11;4.18;157.00;False
58.83;49.60;73.20;3.38;172.37;True
78.79;18.93;58.61;4.65;83.79;False
23.56;49.74;27.77;2.53;78.98;False
63.02;57.63;91.83;3.67;182.93;True
28.34;41.92;89.56;3.96;150.60;False
70.95;23.63;21.73;2.91;117.92;False
35.34;4.70;53.22;4.21;71.46;False
18.16;57.63;62.06;4.89;125.71;False
59.58;30.25;95.18;4.33;143.82;False
44.25;71.34;66.75;3.58;140.62;False
33.43;63.67;96.76;5.41;220.03;False
34.52;48.76;48.98;5.39;104.40;False
126.02;114.59;93.13;5.53;255.50;False
59.37;59.22;62.80;7.08;182.20;False
60.28;44.08;37.98;4.37;108.15;False
50.58;63.90;43.41;1.77;;True
49.28;19.44;66.65;0.94;130.67;False
13.53;51.57;60.78;2.34;127.31;False
36.35;28.48;75.85;2.50;124.86;False
88.84;49.92;71.78;2.71;181.49;True
63.73;61.02;56.42;3.10;152.14;True
53.85;42.12;80.94;2.66;162.98;False
;71.77;68.86;3.28;135.66;False
79.90;53.19;41.34;2.77;154.16;True
51.36;80.34;85.49;9.70;158.54;False
4.60;24.36;21.67;4.42;62.88;False
41.08;46.31;18.62;2.97;100.94;False
57.89;37.54;100.49;2.16;174.74;True
46.05;39.53;33.91;1.24;162.31;False
55.99;39.11;85.16;3.12;171.57;True
54.35;58.53;48.79;2.52;130.25;False
79.84;56.74;82.61;1.51;236.52;True
41.64;15.59;62.45;2.70;146.94;False
77.76;45.31;67.54;3.14;177.27;True
54.75;38.59;67.01;2.43;157.68;True
49.37;59.19;37.55;3.45;124.70;False
81.37;10.99;54.12;2.93;127.60;False
83.36;48.33;54.14;2.84;180.71;True
41.23;49.57;70.96;3.03;150.55;True
89.78;95.39;107.78;2.73;224.83;False
72.66;4.00;47.81;1.12;133.15;False
76.16;36.90;60.06;2.78;148.65;False
38.20;33.30;53.70;4.49;130.54;False
66.31;30.60;46.18;2.50;138.07;False
52.61;42.60;55.55;2.96;101.21;False
14.25;14.75;57.29;2.57;73.49;
48.45;44.27;97.65;2.50;183.52;True
70.12;56.04;29.96;2.45;133.90;False
-3.42;25.71;71.53;2.62;121.49;False
72.02;39.41;66.22;1.15;164.80;True
44.07;27.90;49.62;0.92;103.01;
40.39;47.12;76.71;4.51;167.41;True
37.32;35.34;29.24;1.93;81.59;False
73.16;44.75;25.46;2.23;131.84;False
52.40;55.47;45.43;2.79;117.50;False
-7.01;17.37;108.29;2.20;154.10;False
41.07;31.91;102.94;3.80;160.32;True
73.23;35.85;26.35;4.73;120.86;False
65.33;3.57;53.77;2.88;69.98;False
46.21;57.77;67.42;4.06;133.19;False
89.20;66.56;43.69;6.47;132.51;False
85.82;25.78;72.18;1.85;143.45;True
57.16;68.50;80.53;5.08;186.18;True
77.46;35.23;70.49;4.40;138.74;True
18.11;35.25;31.93;2.03;73.69;False
43.10;50.48;62.77;4.34;105.38;False
50.02;34.41;56.57;3.69;150.03;False
