horas;asistencia;tareas;retrasos;planificacion;nota_final;aprobado
2.71;70.18;96.49;-0.28;4.29;3.17;False
2.77;70.70;;-0.60;3.19;6.02;True
2.78;56.42;92.99;3.08;4.10;5.25;True
5.70;138.91;239.79;2.14;6.17;8.45;False
3.57;73.69;80.73;1.72;2.33;3.83;False
4.49;75.69;87.56;4.22;4.69;3.94;True
4.12;68.61;76.98;0.92;2.42;4.84;True
2.02;83.84;77.67;2.84;2.96;3.84;False
2.93;83.98;88.97;3.10;4.00;4.01;True
3.95;77.36;92.39;6.86;3.70;4.26;True
3.05;64.33;95.98;2.05;3.74;4.03;True
3.28;67.32;83.54;0.38;2.36;3.91;False
3.46;83.75;91.78;1.49;2.68;4.50;True
3.91;71.34;74.07;2.54;3.07;5.15;True
2.63;63.48;91.45;4.83;3.28;3.42;False
3.78;68.29;84.74;1.21;2.50;4.44;True
5.49;61.33;60.77;3.88;3.01;3.76;False
1.69;78.53;81.84;3.55;3.62;3.53;False
5.22;64.64;90.22;-0.57;2.76;6.54;True
2.20;50.58;80.20;1.69;3.27;3.47;False
3.39;93.83;59.63;1.68;3.44;5.23;True
5.15;76.53;85.49;4.08;2.15;4.62;True
2.88;80.36;79.77;2.41;2.58;4.61;True
4.44;79.72;80.18;3.97;4.09;4.07;False
3.21;76.49;97.30;1.11;3.08;4.44;True
5.30;65.72;87.54;0.45;3.75;5.49;True
2.77;54.03;67.22;4.84;2.97;2.10;False
2.63;86.57;92.25;4.55;3.86;3.59;False
3.42;66.14;81.56;1.75;3.56;4.41;True
6.85;133.29;301.28;2.93;10.34;11.89;True
3.68;68.22;83.13;0.13;3.54;4.08;True
9.17;170.68;234.11;2.47;7.76;13.48;True
3.04;63.24;95.48;3.42;4.07;3.77;False
2.64;66.61;71.85;2.42;3.31;2.95;False
5.35;67.46;93.67;0.73;2.76;4.61;True
4.32;75.90;89.35;2.72;2.46;3.74;True
4.43;57.24;86.71;0.32;3.58;3.92;False
2.44;151.05;247.11;2.99;6.65;10.52;True
10.52;141.76;231.64;6.44;6.11;11.92;True
5.34;92.21;79.03;1.61;2.58;4.13;True
4.27;69.27;76.03;0.16;2.55;4.78;True
3.35;73.77;56.46;1.08;3.73;3.82;False
4.15;85.03;82.46;4.66;2.84;3.74;False
3.31;59.46;78.01;1.92;3.11;4.15;True
4.08;70.43;80.74;0.80;3.65;3.88;True
4.18;62.46;86.36;2.41;2.86;3.30;False
4.39;56.74;72.27;3.60;3.16;3.54;False
3.28;79.12;92.07;;2.85;4.75;True
4.62;79.25;97.04;1.33;2.80;4.23;True
5.45;85.77;102.49;1.49;3.43;6.66;True
4.65;89.64;76.20;2.97;3.38;3.84;True
5.65;67.16;80.00;1.26;3.74;5.19;True
4.04;66.91;91.00;2.62;3.34;4.49;True
5.81;96.59;78.75;1.06;2.80;6.35;True
2.57;81.24;82.30;0.74;2.61;3.75;False
3.41;53.38;;3.47;3.71;3.12;False
3.84;110.33;86.50;3.50;3.68;4.20;True
5.12;81.50;66.55;0.93;2.98;5.95;True
3.54;34.05;57.10;2.35;3.43;2.40;False
4.78;95.58;71.98;1.77;4.29;5.35;True
4.06;48.93;62.77;1.38;2.27;3.01;False
3.16;180.77;190.85;0.81;5.46;7.67;False
6.89;187.89;282.79;1.53;8.10;11.11;True
3.29;76.22;64.71;-0.52;3.64;4.41;True
;93.52;91.28;0.53;3.50;5.34;True
4.06;81.56;97.48;3.98;0.99;4.92;True
4.24;96.34;64.55;2.02;2.13;3.51;False
2.55;74.31;91.77;2.40;3.10;4.21;True
6.19;142.29;232.46;6.68;5.53;12.67;True
4.36;64.65;92.31;1.16;2.18;5.10;True
5.25;89.92;81.73;4.53;3.60;5.37;True
6.92;70.99;76.76;1.09;2.99;5.11;True
3.33;82.66;59.97;2.02;3.00;3.45;False
3.84;62.42;67.57;2.39;3.28;4.74;True
6.21;64.09;82.62;0.12;2.79;5.15;True
4.40;81.20;97.51;1.41;1.76;4.88;True
5.31;176.31;201.11;2.45;8.60;11.14;False
4.41;42.29;82.69;3.02;2.19;4.64;True
5.18;71.36;77.28;2.96;3.47;5.35;True
;48.90;87.97;4.45;2.66;4.06;False
5.56;73.93;86.95;2.38;3.48;3.95;False
4.88;75.46;76.97;4.16;2.19;3.50;False
3.71;70.86;96.35;2.74;3.46;3.65;True
6.45;85.06;77.18;4.26;4.82;5.09;True
3.82;84.82;89.96;-0.01;1.85;3.09;False
7.81;192.59;271.73;5.04;5.33;13.43;True
2.69;87.04;71.50;1.73;2.93;4.80;True
1.45;74.74;71.74;4.79;2.28;3.29;False
4.67;76.04;84.69;0.89;2.88;4.76;True
6.26;79.68;85.01;1.37;2.65;5.22;True
3.58;79.98;88.01;1.36;2.88;4.38;False
2.69;73.59;76.84;1.93;3.15;4.07;True
3.76;66.14;95.05;2.08;3.37;4.40;True
3.47;78.45;56.51;1.50;2.91;3.89;False
5.36;;86.52;1.43;;5.09;True
4.07;72.53;92.65;1.19;4.29;5.04;True
2.40;70.96;85.50;;4.52;3.86;False
4.36;60.88;73.64;3.03;3.88;4.10;True
4.10;78.25;76.70;5.13;1.85;3.36;True
4.29;61.00;79.51;1.36;2.14;4.14;False
3.17;60.60;72.61;4.11;0.86;2.73;False
6.04;61.13;79.67;0.61;2.96;4.56;True
3.59;96.13;88.41;0.74;3.69;4.63;True
5.23;64.84;89.28;3.13;2.96;4.19;True
4.02;73.53;115.78;1.37;1.84;4.24;True
4.36;76.79;99.19;1.10;3.48;4.65;True
4.35;;87.02;1.88;3.53;4.08;True
3.91;83.84;96.18;3.07;3.05;4.75;True
3.33;69.32;89.25;2.38;3.60;3.35;
4.95;61.21;92.19;1.48;1.69;4.07;False
4.67;96.57;81.51;0.21;2.60;5.96;True
2.42;78.47;92.29;4.14;2.06;3.20;False
2.83;83.67;83.60;1.17;3.64;4.37;True
6.57;92.89;84.38;5.60;3.07;4.07;False
2.92;54.63;91.61;2.27;2.59;3.41;False
4.31;72.49;88.90;0.55;2.61;3.94;True
5.98;86.15;74.71;0.15;3.22;4.64;True
5.12;69.97;82.06;3.07;2.01;4.37;
2.01;83.46;86.19;3.79;2.72;4.37;True
4.74;78.46;112.59;1.68;2.86;5.64;True
3.98;61.46;69.71;-0.48;2.75;2.87;False
3.35;60.78;92.05;0.46;2.23;4.90;True
4.49;57.63;88.68;1.05;3.08;3.69;False
4.02;77.48;98.70;0.55;3.47;3.72;False
3.50;101.07;87.56;1.37;2.56;3.78;False
3.94;75.34;87.75;1.94;3.74;3.93;True
4.46;66.48;89.37;1.73;1.23;3.93;False
4.23;93.19;74.53;-0.48;2.91;3.56;False
5.21;82.45;76.08;-0.54;3.12;4.46;True
5.33;64.46;82.41;1.61;4.30;4.17;True
4.00;94.59;89.26;1.27;1.73;3.35;True
4.14;74.36;80.99;2.33;3.60;5.21;True
5.15;79.68;110.22;3.69;3.38;4.68;True
4.46;74.02;84.29;1.24;2.77;5.01;True
2.91;85.48;;4.84;2.37;3.54;False
4.47;65.62;85.90;0.49;2.51;4.24;True
2.30;92.17;63.66;-0.46;1.01;2.10;False
4.95;92.15;100.34;3.27;4.01;5.15;True
8.19;162.56;215.08;2.18;3.47;12.25;True
4.85;78.51;87.66;4.01;3.96;4.20;True
4.69;62.63;89.55;1.98;2.26;3.40;False
3.28;70.19;84.67;1.35;2.69;4.21;False
3.25;59.76;91.54;1.38;3.08;2.67;False
3.31;72.86;103.68;1.34;3.44;4.09;True
5.41;73.09;95.46;3.60;3.13;4.28;True
3.20;58.05;69.23;-0.27;2.30;3.44;False
4.28;72.87;96.35;1.66;3.19;4.39;True
5.11;66.43;89.29;-0.40;1.41;3.77;True
4.21;78.56;93.37;-0.23;3.61;5.31;True
4.08;75.27;81.95;1.61;2.31;4.65;True
2.99;89.83;76.80;0.43;3.06;3.79;False
4.54;90.22;69.67;1.39;3.11;4.03;False
4.95;93.19;90.70;1.70;3.14;4.21;True
4.19;87.20;90.57;-0.22;2.08;3.94;True
2.74;73.97;84.33;1.79;2.26;3.25;False
3.90;69.18;62.79;2.00;3.42;3.56;False
3.08;74.19;99.61;0.58;2.00;4.43;True
4.29;92.05;72.09;1.86;3.77;3.95;True
6.23;129.19;308.62;1.63;9.26;11.32;True
7.46;148.87;206.43;1.81;7.18;10.54;True
4.77;94.92;75.28;3.94;2.83;4.15;True
3.83;68.64;82.80;0.52;2.22;4.42;True
3.17;65.78;91.18;3.01;3.27;4.22;True
2.90;86.06;92.54;1.46;1.80;3.94;True
3.45;59.83;79.91;1.56;3.78;5.06;True
4.23;87.17;80.20;0.04;3.58;4.25;True
4.58;77.13;93.45;1.60;3.79;4.12;True
4.33;73.75;78.05;1.68;2.33;4.64;True
2.96;54.14;93.31;0.89;2.97;4.18;True
2.70;81.28;69.18;-0.70;3.47;3.64;True
5.16;74.71;90.93;2.58;2.86;4.08;True
3.75;88.41;79.51;2.10;3.65;3.77;False
5.63;77.22;85.45;2.74;3.30;5.17;True
3.57;84.04;85.54;0.81;3.99;4.84;True
2.70;69.27;92.54;0.99;2.42;;True
4.47;71.49;90.82;2.20;2.44;3.25;
2.43;76.02;77.04;1.60;2.63;4.38;True
5.63;74.94;86.76;1.65;3.62;5.01;True
1.47;65.53;68.52;1.84;3.20;2.33;False
2.23;86.76;95.85;3.09;2.06;4.17;True
3.95;77.49;80.68;3.98;4.31;4.27;True
5.78;68.43;86.71;0.51;2.84;4.95;True
4.71;84.03;75.89;-0.01;2.39;4.87;True
3.41;91.46;78.28;3.85;2.15;3.97;False
3.49;66.87;102.00;2.46;2.11;3.74;False
5.16;75.59;85.51;2.90;1.87;3.53;False
6.39;90.08;77.92;2.76;3.02;4.55;True
4.15;81.21;82.21;3.33;2.28;2.76;False
2.56;84.28;88.72;2.74;3.26;3.52;False
3.62;;91.65;0.88;3.47;3.98;True
3.61;52.00;82.38;2.17;3.56;3.27;False
4.43;71.10;81.24;1.17;2.54;4.79;True
5.04;77.01;71.05;2.76;1.73;3.38;False
4.33;82.67;76.40;-0.48;3.54;5.83;True
4.64;85.53;100.87;3.49;4.59;5.49;True
10.82;201.82;232.24;1.87;9.65;14.16;True
3.70;66.32;80.65;4.64;2.36;3.02;False
2.51;63.13;79.50;1.77;3.20;3.41;False
4.54;58.81;96.35;2.99;3.10;3.40;False
1.85;79.60;91.73;;3.07;3.87;True
2.01;59.67;96.99;0.22;2.63;3.49;False
3.11;76.30;87.82;1.95;5.28;4.45;True
2.28;64.52;65.60;2.47;3.46;3.07;False
4.86;78.85;110.18;4.03;2.63;5.14;True
4.52;58.73;81.81;2.47;3.34;5.22;True
4.97;86.52;76.36;1.13;1.63;4.82;True
4.47;68.02;84.71;1.30;2.41;3.79;True
3.83;78.61;78.38;5.94;3.57;3.86;False
4.74;68.38;77.73;2.91;2.99;4.44;True
6.56;175.04;248.02;3.32;10.36;11.94;True
4.23;73.61;76.22;0.18;3.22;5.27;True
3.80;91.53;77.77;0.40;1.71;4.47;True
5.88;76.89;59.61;1.40;1.48;3.91;False
3.92;71.61;74.74;-0.22;3.02;4.01;True
4.24;67.53;83.88;2.02;2.58;4.29;False
3.33;69.72;89.44;-0.47;2.13;5.41;True
4.91;69.86;91.74;2.36;2.90;4.38;True
4.43;88.97;77.04;0.71;4.78;5.91;True
3.20;82.08;77.85;2.65;2.43;4.22;False
4.83;71.94;87.43;2.47;2.52;3.34;False
4.06;67.99;82.89;2.90;4.35;4.14;True
4.22;59.23;75.91;0.35;3.56;3.77;False
5.67;82.39;61.30;3.60;4.05;3.27;False
2.53;99.97;87.43;1.81;4.13;5.18;True
3.76;79.88;82.47;2.66;4.62;4.17;True
2.76;84.66;56.66;0.88;2.69;3.80;False
4.58;74.52;91.99;0.93;3.17;5.07;True
3.21;83.19;90.98;3.25;3.60;3.77;False
2.42;65.34;71.58;2.33;4.13;4.71;False
5.80;78.88;76.41;4.91;2.49;4.40;True
3.78;54.44;100.95;3.98;2.60;3.81;True
4.77;75.72;82.98;-0.90;2.38;4.65;True
5.28;67.09;78.47;0.72;3.70;4.32;True
3.94;85.02;90.98;1.87;2.03;4.21;True
2.23;70.67;81.96;0.27;3.19;3.55;False
2.50;82.46;93.17;1.35;2.04;3.46;False
;86.55;79.77;;2.81;4.03;True
4.40;76.42;73.66;-0.36;3.05;4.19;True
3.56;82.14;83.52;2.65;3.59;3.73;False
3.40;64.40;92.09;2.59;3.28;3.88;False
5.11;111.42;88.64;3.52;2.50;4.77;True
5.44;80.25;;1.01;2.97;4.40;True
4.21;71.33;78.21;1.31;2.82;4.54;True
4.66;83.73;75.97;-0.38;2.34;5.06;True
3.20;59.66;95.81;1.64;2.18;3.40;False
4.21;72.03;91.44;1.57;2.51;3.42;False
4.23;80.77;98.86;2.22;3.10;4.77;True
4.44;79.84;94.92;3.82;3.39;4.89;True
2.26;90.74;89.24;1.96;3.82;5.39;True
4.89;68.28;91.07;0.36;3.89;3.63;True
4.22;78.33;87.96;0.13;3.27;4.46;True
4.00;74.12;92.25;2.13;3.39;3.94;True
3.19;85.64;89.50;1.88;3.70;3.74;False
2.77;78.95;86.84;2.13;1.45;3.27;False
2.98;72.30;100.66;0.15;3.19;;True
3.81;81.29;64.49;4.35;3.18;3.75;False
5.03;70.62;99.24;-0.37;4.11;5.35;True
4.52;76.94;85.25;0.41;1.84;4.11;True
6.14;59.79;94.82;2.31;2.42;4.20;True
4.74;61.66;102.80;2.17;1.21;4.58;True
3.73;91.45;65.72;-0.23;2.24;3.01;False
3.18;86.27;93.05;1.28;2.90;4.09;True
4.14;79.04;77.51;0.57;2.39;4.38;True
3.29;71.84;80.33;1.71;2.18;4.41;True
3.28;103.47;83.47;2.62;3.47;;False
1.47;66.69;90.61;2.84;3.27;4.24;True
3.80;69.52;90.52;2.30;3.56;4.06;True
3.08;77.61;87.83;1.65;2.74;5.48;True
2.84;66.78;63.45;2.52;3.80;4.10;False
2.82;64.61;86.71;3.71;1.75;2.79;False
4.88;80.07;83.52;0.66;3.39;3.75;False
4.93;87.23;90.37;3.43;2.50;3.89;True
5.70;92.52;102.23;0.25;2.54;6.42;True
2.65;72.07;92.37;0.48;2.68;3.69;True
4.78;58.92;70.24;0.90;2.51;2.92;False
3.29;77.12;95.47;4.40;3.74;3.75;False
3.66;88.92;91.29;1.64;4.25;5.34;True
5.44;57.67;81.39;3.64;1.59;3.48;False
1.71;65.54;96.71;2.82;3.08;3.22;False
3.21;79.45;89.12;2.94;3.75;4.68;True
3.29;65.74;80.60;3.57;1.91;4.06;False
2.73;48.09;66.72;3.15;3.05;2.78;False
1.56;73.27;81.75;4.24;3.17;3.14;False
5.37;70.07;104.18;1.32;4.81;5.14;True
5.34;52.53;84.61;0.72;4.74;;True
3.23;87.43;79.84;4.26;1.81;4.16;True
2.98;87.84;93.39;-0.56;;4.01;False
4.91;76.33;98.15;2.83;2.84;4.58;True
4.58;89.43;99.27;1.02;3.09;5.07;True
3.51;62.26;73.05;0.01;2.52;3.26;False
3.56;71.08;107.09;1.27;2.66;4.28;True
;63.91;94.26;0.76;2.75;5.09;True
3.90;75.44;97.32;3.05;1.58;3.94;False
3.28;52.20;95.28;2.20;1.21;2.89;False
4.44;71.67;96.85;2.81;;3.51;False
5.17;84.16;71.29;2.14;3.53;3.72;False
4.64;75.94;85.55;-0.35;3.94;5.31;True
4.63;78.03;80.19;-0.66;3.14;5.23;True
4.47;72.10;88.71;3.55;2.10;4.79;True
4.13;42.60;78.44;4.82;2.93;3.43;False
3.51;83.89;85.67;2.95;2.61;3.90;True
5.08;76.29;101.72;4.70;1.94;4.38;True
6.51;85.87;71.40;3.83;3.33;4.66;True
6.87;170.37;279.46;2.88;8.28;13.09;True
4.58;84.56;81.21;3.28;2.34;4.13;True
4.20;103.91;93.71;1.52;2.31;4.48;True
5.75;62.13;110.60;1.16;3.31;5.67;True
3.93;77.62;90.27;3.36;3.24;4.64;True
3.87;90.60;82.04;3.78;3.03;5.23;True
2.92;82.54;89.71;1.69;4.12;4.84;True
3.28;71.17;79.30;1.20;2.51;2.62;False
7.09;129.68;215.20;1.33;6.68;11.27;True
5.12;89.02;108.43;3.17;2.23;4.03;True
4.85;76.06;81.36;1.44;2.55;4.09;True
2.68;89.50;71.34;-0.07;2.78;2.80;
4.54;71.11;89.94;3.09;4.25;4.49;True
1.74;77.20;86.76;4.02;3.74;4.42;True
;71.01;77.79;-0.29;2.45;5.10;True
4.82;93.69;80.03;1.32;1.43;3.86;False
4.24;72.97;77.80;1.43;2.95;4.09;True
4.12;80.95;97.21;1.53;3.10;4.45;True
2.97;71.88;96.43;2.43;2.38;4.34;True
4.28;68.27;88.37;1.00;3.92;3.31;False
2.66;59.50;115.31;1.82;2.56;3.43;False
3.56;80.84;94.43;0.74;3.65;4.87;True
5.66;87.34;93.01;0.41;3.60;4.86;True
2.66;66.26;68.40;1.69;1.99;1.75;False
5.44;92.71;96.10;2.60;2.82;5.03;True
2.43;64.35;93.75;0.90;2.97;3.04;False
2.26;80.67;102.07;0.84;2.84;5.13;True
3.23;77.48;61.28;1.61;3.92;4.03;True
3.50;93.81;84.02;1.82;3.27;4.71;True
3.65;59.25;72.26;1.35;2.51;3.24;False
3.45;85.32;105.13;2.99;3.45;4.54;True
5.79;76.73;87.49;1.86;3.83;5.00;True
5.49;73.64;72.14;-0.66;2.29;4.40;True
2.92;78.85;86.29;1.81;2.63;4.15;True
3.37;82.87;72.12;0.38;1.65;4.51;True
2.64;61.94;89.90;2.97;2.58;3.74;False
6.37;62.07;110.41;0.65;3.16;5.00;True
5.43;88.92;97.17;1.36;1.12;5.18;True
5.64;86.23;83.41;3.42;3.50;4.57;True
4.83;76.77;80.26;2.89;1.97;3.84;True
3.89;60.35;98.79;0.78;3.61;4.98;True
5.87;169.56;241.58;1.08;5.16;10.30;False
4.70;84.32;69.91;1.29;3.28;4.76;True
3.53;91.02;78.06;0.02;4.40;3.78;True
3.22;75.59;81.68;1.53;2.71;3.89;False
4.29;82.45;89.85;2.90;1.18;2.94;False
3.10;78.18;74.39;2.52;3.84;4.15;True
3.59;61.82;77.90;;3.67;4.71;True
3.13;94.36;99.99;4.10;2.78;3.58;False
4.05;87.05;72.40;4.51;3.45;4.10;False
4.23;75.73;95.21;1.54;2.43;4.78;True
3.04;75.08;100.04;1.99;3.87;3.84;True
2.07;74.69;97.04;3.42;3.23;4.21;True
3.58;64.52;88.88;5.18;3.26;3.39;False
3.96;67.26;93.67;1.04;3.58;5.21;True
3.81;78.65;92.09;3.04;4.41;4.65;True
4.18;82.59;86.75;1.90;4.19;5.72;True
3.01;61.86;101.75;2.02;;3.73;False
6.35;64.69;93.35;1.79;2.93;4.97;True
5.67;77.51;77.80;0.70;4.06;5.36;True
5.44;63.83;84.63;2.47;3.29;5.31;True
2.74;74.61;77.91;2.09;3.15;4.08;True
1.63;71.23;96.37;1.49;3.56;4.13;True
3.40;48.97;90.49;2.53;3.23;4.03;False
4.30;74.53;73.75;-0.22;3.53;5.39;True
4.52;67.88;89.22;2.62;4.32;4.52;True
3.56;93.85;92.23;4.62;2.17;3.83;False
2.09;76.30;106.05;1.71;1.95;3.70;True
3.12;62.86;59.38;0.86;2.57;4.64;True
4.62;82.98;90.49;0.04;4.61;4.42;True
3.92;87.41;66.35;2.17;3.16;4.97;True
4.00;87.58;88.13;0.74;3.21;4.41;True
3.58;80.52;87.49;-0.65;4.12;4.80;True
5.63;74.18;76.71;1.49;2.08;4.34;True
5.32;69.49;93.37;3.90;1.43;3.59;False
4.21;68.68;93.22;4.32;2.80;3.72;True
5.06;82.79;78.66;3.26;3.71;4.62;True
3.04;73.98;71.86;3.79;3.24;3.02;False
4.99;62.92;95.91;2.30;2.27;4.55;True
4.96;84.21;98.89;3.25;2.21;4.31;True
5.97;85.08;96.54;3.58;2.64;4.78;True
5.21;74.24;76.86;2.19;2.87;5.21;True
3.64;94.53;71.34;0.38;2.53;3.41;False
3.66;81.42;99.52;1.38;3.43;4.27;True
6.63;142.59;244.31;2.46;5.32;10.09;True
2.64;71.88;73.79;5.13;3.13;2.94;False
4.59;89.61;84.58;0.53;2.20;;True
4.59;75.99;81.54;3.01;3.52;4.50;True
5.43;72.77;90.31;1.41;2.57;5.12;True
3.26;73.82;76.90;1.61;2.82;3.82;False
4.20;72.10;94.31;2.54;2.75;4.79;True
4.48;91.16;94.49;4.18;3.02;4.50;True
3.62;72.34;110.95;1.12;3.31;5.32;
4.50;69.37;100.41;1.07;3.42;4.64;True
4.52;74.49;83.21;-0.18;2.81;4.54;True
5.08;52.44;102.06;4.20;2.76;4.95;True
5.25;62.03;92.45;0.98;3.61;4.34;True
3.90;73.19;111.37;0.31;1.81;4.88;True
