pm25;no2;trafico;viento;contaminacion;alerta
28.48;8.53;48.93;2.14;72.80;False
59.65;87.63;61.75;2.48;161.55;True
14.38;38.45;64.73;2.84;138.21;False
17.64;74.99;55.58;2.76;158.58;False
80.89;54.26;77.39;4.90;235.87;True
42.86;33.83;80.82;4.15;144.84;False
72.40;31.19;51.10;2.41;102.13;False
52.09;67.48;82.69;3.82;180.53;True
17.22;36.28;184.87;6.30;192.71;False
34.66;55.18;48.02;1.35;143.24;False
53.22;24.76;56.94;2.11;118.25;False
59.91;51.01;80.07;3.31;150.63;True
55.49;17.06;52.60;1.60;125.61;False
60.27;42.59;96.13;4.25;177.99;True
66.39;40.64;78.14;3.33;196.28;True
80.90;55.23;61.35;3.89;143.18;True
44.32;49.38;38.01;2.66;123.15;False
28.24;48.34;87.52;1.53;146.66;False
46.48;25.68;63.45;3.93;119.66;False
41.40;20.34;63.10;3.04;119.39;False
86.11;48.69;83.87;2.98;185.07;True
101.83;63.80;52.64;1.92;224.52;True
37.05;50.38;35.03;4.11;97.43;False
62.48;37.12;74.70;2.10;141.38;True
58.95;43.62;60.20;3.90;142.50;False
47.15;29.73;49.80;2.57;112.51;False
58.32;21.80;73.61;2.56;146.02;True
42.25;58.03;68.59;3.00;175.09;True
50.81;49.64;76.91;2.17;156.41;True
81.97;34.75;50.42;1.97;166.89;True
50.93;63.99;45.23;3.77;125.49;False
57.61;44.70;65.86;3.25;135.80;False
7.71;41.11;59.68;3.51;106.18;False
-4.71;55.21;208.80;6.99;241.08;False
68.18;60.46;39.01;3.64;145.86;True
34.42;20.71;36.80;2.78;84.60;False
67.31;43.91;;3.17;183.78;True
47.53;39.71;51.92;2.71;132.65;False
54.14;32.17;56.61;4.17;116.50;False
63.30;18.22;92.26;1.65;176.50;True
16.80;42.19;36.89;3.20;98.52;False
-0.62;56.84;35.00;4.18;83.91;False
24.11;20.75;45.07;3.82;80.57;False
57.44;26.73;23.79;4.37;94.42;False
36.29;28.76;59.88;4.08;65.21;False
65.22;13.20;67.58;0.93;147.73;True
61.30;30.47;21.65;2.03;103.84;False
66.64;18.42;53.37;4.25;99.88;False
81.40;46.93;57.14;2.30;167.73;True
29.92;50.69;78.85;2.65;124.65;False
50.73;54.63;98.27;3.62;167.98;True
60.77;37.10;53.32;4.97;92.25;False
3.49;51.81;66.13;2.32;124.56;False
56.28;28.90;69.56;3.90;120.69;False
93.29;54.59;49.12;2.76;168.52;True
59.90;47.36;89.01;2.19;190.03;True
54.35;61.35;53.12;3.58;147.18;
8.89;-4.40;71.55;3.70;119.75;False
75.13;44.41;81.26;3.57;168.03;True
5.45;40.07;57.21;3.91;99.72;False
47.47;42.63;41.02;4.14;110.67;False
45.23;39.44;29.11;2.47;112.88;False
29.93;30.86;83.70;4.55;110.71;False
66.95;39.93;59.98;4.98;101.88;False
22.41;36.79;52.79;5.48;64.51;False
;182.98;164.07;4.73;404.45;True
